,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
226,ResNet18,CIFAR-10,1,128,1,0.513,DCGAN,LSUN,1,128,0,0.756,99.24,55.08,7154
227,ResNet18,CIFAR-10,1,128,1,0.742,DCGAN,LSUN,1,128,1,0.77,95.382,56.974,6746
228,MobileNetV2,CIFAR-10,1,32,0,0.946,DCGAN,LSUN,1,32,0,0.949,79.566,38.053,5010
229,MobileNetV2,CIFAR-10,1,32,0,0.888,DCGAN,LSUN,1,32,1,0.96,59.77,26.973,5260
230,MobileNetV2,CIFAR-10,1,32,1,0.951,DCGAN,LSUN,1,32,0,0.976,75.297,31.297,4800
231,MobileNetV2,CIFAR-10,1,32,1,0.898,DCGAN,LSUN,1,32,1,0.994,53.408,19.145,5072
232,MobileNetV2,CIFAR-10,1,32,0,0.899,DCGAN,LSUN,1,64,0,0.908,95.027,44.986,5074
233,MobileNetV2,CIFAR-10,1,32,0,0.879,DCGAN,LSUN,1,64,1,0.927,70.467,31.28,4930
234,MobileNetV2,CIFAR-10,1,32,1,0.831,DCGAN,LSUN,1,64,0,0.96,90.055,37.082,4886
235,MobileNetV2,CIFAR-10,1,32,1,0.875,DCGAN,LSUN,1,64,1,0.923,62.587,23.4,4766
236,MobileNetV2,CIFAR-10,1,32,0,0.606,DCGAN,LSUN,1,128,0,0.81,98.0,46.176,5712
237,MobileNetV2,CIFAR-10,1,32,0,0.881,DCGAN,LSUN,1,128,1,0.841,77.547,38.84,5242
238,MobileNetV2,CIFAR-10,1,32,1,0.705,DCGAN,LSUN,1,128,0,0.889,95.685,40.918,5438
239,MobileNetV2,CIFAR-10,1,32,1,0.932,DCGAN,LSUN,1,128,1,0.834,70.867,29.627,5032
240,MobileNetV2,CIFAR-10,1,64,0,0.84,DCGAN,LSUN,1,32,0,0.898,94.8,53.227,5524
241,MobileNetV2,CIFAR-10,1,64,0,0.834,DCGAN,LSUN,1,32,1,0.911,74.513,43.066,5762
242,MobileNetV2,CIFAR-10,1,64,1,0.842,DCGAN,LSUN,1,32,0,0.912,77.055,34.863,5042
243,MobileNetV2,CIFAR-10,1,64,1,0.913,DCGAN,LSUN,1,32,1,0.977,62.892,27.554,5314
244,MobileNetV2,CIFAR-10,1,64,0,0.642,DCGAN,LSUN,1,64,0,0.792,98.8,51.96,5614
245,MobileNetV2,CIFAR-10,1,64,0,0.892,DCGAN,LSUN,1,64,1,0.892,88.0,49.573,5362
246,MobileNetV2,CIFAR-10,1,64,1,0.863,DCGAN,LSUN,1,64,0,0.947,93.676,44.311,5152
247,MobileNetV2,CIFAR-10,1,64,1,0.939,DCGAN,LSUN,1,64,1,0.92,71.486,31.824,5130
248,MobileNetV2,CIFAR-10,1,64,0,0.511,DCGAN,LSUN,1,128,0,0.784,98.618,51.224,6112
249,MobileNetV2,CIFAR-10,1,64,0,0.867,DCGAN,LSUN,1,128,1,0.784,92.6,57.267,6494
250,MobileNetV2,CIFAR-10,1,64,1,0.651,DCGAN,LSUN,1,128,0,0.897,97.288,46.0,5678
251,MobileNetV2,CIFAR-10,1,64,1,0.852,DCGAN,LSUN,1,128,1,0.841,77.781,39.384,5240
252,MobileNetV2,CIFAR-10,1,128,0,0.696,DCGAN,LSUN,1,32,0,0.782,98.8,62.907,6472
253,MobileNetV2,CIFAR-10,1,128,0,0.88,DCGAN,LSUN,1,32,1,0.836,97.053,66.64,6830
254,MobileNetV2,CIFAR-10,1,128,1,0.821,DCGAN,LSUN,1,32,0,0.924,89.429,43.257,5472
255,MobileNetV2,CIFAR-10,1,128,1,0.913,DCGAN,LSUN,1,32,1,0.929,75.746,38.676,6348
256,MobileNetV2,CIFAR-10,1,128,0,0.543,DCGAN,LSUN,1,64,0,0.707,99.959,60.986,6556
257,MobileNetV2,CIFAR-10,1,128,0,0.832,DCGAN,LSUN,1,64,1,0.78,98.566,67.158,7010
258,MobileNetV2,CIFAR-10,1,128,1,0.742,DCGAN,LSUN,1,64,0,0.898,96.429,52.243,6296
259,MobileNetV2,CIFAR-10,1,128,1,0.897,DCGAN,LSUN,1,64,1,0.953,85.361,44.792,5870
260,MobileNetV2,CIFAR-10,1,128,0,0.459,DCGAN,LSUN,1,128,0,0.683,99.987,55.947,7118
261,MobileNetV2,CIFAR-10,1,128,0,0.732,DCGAN,LSUN,1,128,1,0.689,98.419,66.919,7396
262,MobileNetV2,CIFAR-10,1,128,1,0.584,DCGAN,LSUN,1,128,0,0.826,97.691,50.074,6364
263,MobileNetV2,CIFAR-10,1,128,1,0.806,DCGAN,LSUN,1,128,1,0.787,87.471,46.414,6364
264,EfficientNet,CIFAR-10,1,32,0,0.892,DCGAN,LSUN,1,32,0,0.965,70.973,23.573,4788
265,EfficientNet,CIFAR-10,1,32,0,0.97,DCGAN,LSUN,1,32,1,0.983,50.658,15.118,5060
266,EfficientNet,CIFAR-10,1,32,1,0.963,DCGAN,LSUN,1,32,0,0.955,70.4,21.84,4696
267,EfficientNet,CIFAR-10,1,32,1,0.968,DCGAN,LSUN,1,32,1,0.923,46.8,12.813,4928
268,EfficientNet,CIFAR-10,1,32,0,0.849,DCGAN,LSUN,1,64,0,0.967,84.176,33.581,4874
269,EfficientNet,CIFAR-10,1,32,0,0.885,DCGAN,LSUN,1,64,1,0.914,56.176,17.635,4660
270,EfficientNet,CIFAR-10,1,32,1,0.86,DCGAN,LSUN,1,64,0,1.016,87.333,33.84,4742
271,EfficientNet,CIFAR-10,1,32,1,0.962,DCGAN,LSUN,1,64,1,0.948,57.68,18.373,4528
272,EfficientNet,CIFAR-10,1,32,0,0.87,DCGAN,LSUN,1,128,0,0.893,95.824,38.338,5426
273,EfficientNet,CIFAR-10,1,32,0,0.928,DCGAN,LSUN,1,128,1,0.853,68.26,28.575,5020
274,EfficientNet,CIFAR-10,1,32,1,0.811,DCGAN,LSUN,1,128,0,0.91,95.918,37.411,5330
275,EfficientNet,CIFAR-10,1,32,1,1.038,DCGAN,LSUN,1,128,1,0.864,68.573,27.387,4888
276,EfficientNet,CIFAR-10,1,64,0,0.803,DCGAN,LSUN,1,32,0,0.886,70.573,26.173,5246
277,EfficientNet,CIFAR-10,1,64,0,0.829,DCGAN,LSUN,1,32,1,0.956,54.066,18.539,6110
278,EfficientNet,CIFAR-10,1,64,1,0.914,DCGAN,LSUN,1,32,0,1.069,78.16,24.067,4770
279,EfficientNet,CIFAR-10,1,64,1,0.902,DCGAN,LSUN,1,32,1,0.963,49.481,14.701,5044
280,EfficientNet,CIFAR-10,1,64,0,0.813,DCGAN,LSUN,1,64,0,0.916,86.733,35.72,5332
281,EfficientNet,CIFAR-10,1,64,0,0.854,DCGAN,LSUN,1,64,1,0.976,66.132,24.079,5118
282,EfficientNet,CIFAR-10,1,64,1,0.909,DCGAN,LSUN,1,64,0,0.953,87.178,33.356,4856
283,EfficientNet,CIFAR-10,1,64,1,0.978,DCGAN,LSUN,1,64,1,1.075,66.368,22.526,4644
284,EfficientNet,CIFAR-10,1,64,0,0.678,DCGAN,LSUN,1,128,0,0.858,96.342,39.616,5884
285,EfficientNet,CIFAR-10,1,64,0,0.801,DCGAN,LSUN,1,128,1,0.887,72.32,30.56,5478
286,EfficientNet,CIFAR-10,1,64,1,0.761,DCGAN,LSUN,1,128,0,0.878,94.811,37.486,5410
287,EfficientNet,CIFAR-10,1,64,1,0.929,DCGAN,LSUN,1,128,1,0.858,70.067,28.52,5002
288,EfficientNet,CIFAR-10,1,128,0,0.824,DCGAN,LSUN,1,32,0,0.945,84.32,36.32,5134
289,EfficientNet,CIFAR-10,1,128,0,0.87,DCGAN,LSUN,1,32,1,0.993,67.908,27.342,5344
290,EfficientNet,CIFAR-10,1,128,1,0.862,DCGAN,LSUN,1,32,0,0.931,79.122,27.527,5572
291,EfficientNet,CIFAR-10,1,128,1,0.855,DCGAN,LSUN,1,32,1,0.97,56.365,18.459,5110
292,EfficientNet,CIFAR-10,1,128,0,0.812,DCGAN,LSUN,1,64,0,0.895,96.132,43.118,5792
293,EfficientNet,CIFAR-10,1,128,0,0.828,DCGAN,LSUN,1,64,1,0.978,76.573,31.88,4944
294,EfficientNet,CIFAR-10,1,128,1,0.808,DCGAN,LSUN,1,64,0,0.938,93.014,36.438,5496
295,EfficientNet,CIFAR-10,1,128,1,0.792,DCGAN,LSUN,1,64,1,0.973,66.333,23.56,5602
296,EfficientNet,CIFAR-10,1,128,0,0.574,DCGAN,LSUN,1,128,0,0.816,98.849,42.384,5702
297,EfficientNet,CIFAR-10,1,128,0,0.838,DCGAN,LSUN,1,128,1,0.791,82.014,36.324,5772
298,EfficientNet,CIFAR-10,1,128,1,0.644,DCGAN,LSUN,1,128,0,0.841,97.808,38.397,5476
299,EfficientNet,CIFAR-10,1,128,1,0.87,DCGAN,LSUN,1,128,1,0.838,75.689,32.041,5070
300,VGG,CIFAR-10,1,32,0,0.966,DCGAN,LSUN,1,32,0,0.853,79.263,40.0,5866
301,VGG,CIFAR-10,1,32,0,0.985,DCGAN,LSUN,1,32,1,0.92,60.378,30.257,6138
302,VGG,CIFAR-10,1,32,1,1.056,DCGAN,LSUN,1,32,0,0.865,75.96,37.707,6822
303,VGG,CIFAR-10,1,32,1,1.065,DCGAN,LSUN,1,32,1,0.908,52.32,24.267,5514
304,VGG,CIFAR-10,1,32,0,0.931,DCGAN,LSUN,1,64,0,0.893,93.553,44.908,5952
305,VGG,CIFAR-10,1,32,0,1.119,DCGAN,LSUN,1,64,1,0.936,75.276,37.461,5738
306,VGG,CIFAR-10,1,32,1,0.922,DCGAN,LSUN,1,64,0,0.902,92.446,44.932,6482
307,VGG,CIFAR-10,1,32,1,1.026,DCGAN,LSUN,1,64,1,0.909,64.658,30.632,5114
308,VGG,CIFAR-10,1,32,0,0.762,DCGAN,LSUN,1,128,0,0.81,98.027,46.0,6504
309,VGG,CIFAR-10,1,32,0,0.97,DCGAN,LSUN,1,128,1,0.815,74.605,41.789,6098
310,VGG,CIFAR-10,1,32,1,0.828,DCGAN,LSUN,1,128,0,0.879,96.368,48.421,5880
311,VGG,CIFAR-10,1,32,1,1.038,DCGAN,LSUN,1,128,1,0.846,70.382,38.132,5474
312,VGG,CIFAR-10,1,64,0,1.024,DCGAN,LSUN,1,32,0,0.878,85.107,46.987,6064
313,VGG,CIFAR-10,1,64,0,1.001,DCGAN,LSUN,1,32,1,0.969,68.0,38.413,6336
314,VGG,CIFAR-10,1,64,1,1.059,DCGAN,LSUN,1,32,0,0.947,81.026,39.974,6068
315,VGG,CIFAR-10,1,64,1,1.194,DCGAN,LSUN,1,32,1,0.96,63.237,32.0,6340
316,VGG,CIFAR-10,1,64,0,1.015,DCGAN,LSUN,1,64,0,0.849,97.105,52.25,6324
317,VGG,CIFAR-10,1,64,0,1.096,DCGAN,LSUN,1,64,1,0.933,78.714,46.182,6332
318,VGG,CIFAR-10,1,64,1,0.969,DCGAN,LSUN,1,64,0,0.916,90.392,48.486,6154
319,VGG,CIFAR-10,1,64,1,1.074,DCGAN,LSUN,1,64,1,0.94,67.934,33.553,5940
320,VGG,CIFAR-10,1,64,0,0.749,DCGAN,LSUN,1,128,0,0.751,98.714,48.208,6702
321,VGG,CIFAR-10,1,64,0,1.092,DCGAN,LSUN,1,128,1,0.751,84.627,50.213,6290
322,VGG,CIFAR-10,1,64,1,0.809,DCGAN,LSUN,1,128,0,0.875,96.553,51.421,6706
323,VGG,CIFAR-10,1,64,1,1.007,DCGAN,LSUN,1,128,1,0.871,74.867,43.027,6296
324,VGG,CIFAR-10,1,128,0,1.024,DCGAN,LSUN,1,32,0,0.96,92.558,53.558,6470
325,VGG,CIFAR-10,1,128,0,0.95,DCGAN,LSUN,1,32,1,0.933,72.276,44.803,6742
326,VGG,CIFAR-10,1,128,1,1.03,DCGAN,LSUN,1,32,0,0.905,81.853,41.2,6264
327,VGG,CIFAR-10,1,128,1,1.083,DCGAN,LSUN,1,32,1,0.958,67.649,36.743,5810
328,VGG,CIFAR-10,1,128,0,0.951,DCGAN,LSUN,1,64,0,0.76,96.727,57.961,6334
329,VGG,CIFAR-10,1,128,0,0.951,DCGAN,LSUN,1,64,1,0.889,77.355,46.921,6342
330,VGG,CIFAR-10,1,128,1,1.005,DCGAN,LSUN,1,64,0,0.922,94.08,48.627,5116
331,VGG,CIFAR-10,1,128,1,1.032,DCGAN,LSUN,1,64,1,0.919,72.676,37.527,6132
332,VGG,CIFAR-10,1,128,0,0.779,DCGAN,LSUN,1,128,0,0.708,98.623,50.299,7108
333,VGG,CIFAR-10,1,128,0,0.962,DCGAN,LSUN,1,128,1,0.794,83.96,51.573,6696
334,VGG,CIFAR-10,1,128,1,0.853,DCGAN,LSUN,1,128,0,0.844,97.027,52.267,6900
335,VGG,CIFAR-10,1,128,1,1.176,DCGAN,LSUN,1,128,1,0.86,87.868,51.211,6490
336,PointNet,ShapeNet,1,32,0,0.983,PointNet,ShapeNet,1,32,0,1.025,20.338,16.838,7958
337,PointNet,ShapeNet,1,32,0,0.986,PointNet,ShapeNet,1,32,1,1.01,19.621,15.318,7324
338,PointNet,ShapeNet,1,32,1,1.009,PointNet,ShapeNet,1,32,1,0.996,14.53,11.182,6504
339,PointNet,ShapeNet,1,32,0,1.038,PointNet,ShapeNet,1,64,0,1.013,18.848,15.848,10336
340,PointNet,ShapeNet,1,32,0,1.019,PointNet,ShapeNet,1,64,1,0.985,17.484,14.594,8522
341,PointNet,ShapeNet,1,32,1,0.993,PointNet,ShapeNet,1,64,0,0.987,18.773,15.97,9702
342,PointNet,ShapeNet,1,32,1,0.995,PointNet,ShapeNet,1,64,1,0.957,14.0,11.234,7888
343,PointNet,ShapeNet,1,32,0,0.987,PointNet,ShapeNet,1,128,0,0.911,18.61,15.508,14464
344,PointNet,ShapeNet,1,32,0,1.027,PointNet,ShapeNet,1,128,1,0.914,14.966,12.052,10966
345,PointNet,ShapeNet,1,32,1,1.0,PointNet,ShapeNet,1,128,0,0.951,16.211,13.877,13830
346,PointNet,ShapeNet,1,32,1,1.0,PointNet,ShapeNet,1,128,1,0.932,14.25,12.393,10332
347,PointNet,ShapeNet,1,64,0,0.973,PointNet,ShapeNet,1,64,0,0.971,16.761,14.627,13496
348,PointNet,ShapeNet,1,64,0,1.003,PointNet,ShapeNet,1,64,1,0.986,17.343,13.597,10900
349,PointNet,ShapeNet,1,64,1,0.957,PointNet,ShapeNet,1,64,1,0.988,11.841,8.222,8714
350,PointNet,ShapeNet,1,64,0,0.99,PointNet,ShapeNet,1,128,0,0.944,21.379,17.172,16842
351,PointNet,ShapeNet,1,64,0,1.01,PointNet,ShapeNet,1,128,1,0.932,18.4,14.855,13344
352,PointNet,ShapeNet,1,64,1,0.981,PointNet,ShapeNet,1,128,0,0.934,15.793,13.569,15028
353,PointNet,ShapeNet,1,64,1,0.98,PointNet,ShapeNet,1,128,1,0.907,14.088,11.719,11530
354,PointNet,ShapeNet,1,128,0,0.954,PointNet,ShapeNet,1,128,0,0.977,18.5,15.018,20970
355,PointNet,ShapeNet,1,128,0,0.954,PointNet,ShapeNet,1,128,1,0.914,17.621,14.414,17472
356,PointNet,ShapeNet,1,128,1,0.916,PointNet,ShapeNet,1,128,1,0.955,13.255,9.673,12486
357,PointNet,ShapeNet,1,32,0,0.999,PPO,LunarLander,1,32,0,1.0,25.652,9.758,6016
358,PointNet,ShapeNet,1,32,1,0.972,PPO,LunarLander,1,32,0,1.0,22.571,4.614,5382
359,PointNet,ShapeNet,1,32,0,0.999,PPO,LunarLander,1,64,0,1.0,26.301,9.548,6016
360,PointNet,ShapeNet,1,32,1,0.989,PPO,LunarLander,1,64,0,1.0,21.222,4.861,5382
361,PointNet,ShapeNet,1,32,0,1.005,PPO,LunarLander,1,128,0,1.0,24.573,8.307,6016
362,PointNet,ShapeNet,1,32,1,0.99,PPO,LunarLander,1,128,0,1.0,21.0,5.419,5382
363,PointNet,ShapeNet,1,64,0,0.963,PPO,LunarLander,1,32,0,1.0,22.241,6.835,8394
364,PointNet,ShapeNet,1,64,1,0.999,PPO,LunarLander,1,32,0,1.0,22.273,6.47,6580
365,PointNet,ShapeNet,1,64,0,0.972,PPO,LunarLander,1,64,0,1.0,23.122,8.176,8394
366,PointNet,ShapeNet,1,64,1,0.97,PPO,LunarLander,1,64,0,1.0,19.784,4.959,6580
367,PointNet,ShapeNet,1,64,0,0.995,PPO,LunarLander,1,128,0,1.0,25.0,9.043,8394
368,PointNet,ShapeNet,1,64,1,0.994,PPO,LunarLander,1,128,0,1.0,22.044,6.25,6580
369,PointNet,ShapeNet,1,128,0,0.937,PPO,LunarLander,1,32,0,1.0,23.343,7.866,12522
370,PointNet,ShapeNet,1,128,1,0.926,PPO,LunarLander,1,32,0,1.0,18.726,6.661,9024
371,PointNet,ShapeNet,1,128,0,1.006,PPO,LunarLander,1,64,0,1.0,23.39,8.254,12522
372,PointNet,ShapeNet,1,128,1,0.922,PPO,LunarLander,1,64,0,1.0,19.758,5.71,9024
373,PointNet,ShapeNet,1,128,0,0.956,PPO,LunarLander,1,128,0,1.0,23.623,9.393,12522
374,PointNet,ShapeNet,1,128,1,0.941,PPO,LunarLander,1,128,0,1.0,19.638,5.931,9024
375,DCGAN,LSUN,1,32,0,0.722,LSTM,Wikitext2,1,64,0,0.821,100.0,73.164,6364
376,DCGAN,LSUN,1,32,0,0.848,LSTM,Wikitext2,1,64,1,0.895,96.259,69.444,6230
377,DCGAN,LSUN,1,32,1,0.784,LSTM,Wikitext2,1,64,0,0.921,100.0,77.564,6636
378,DCGAN,LSUN,1,32,1,0.804,LSTM,Wikitext2,1,64,1,0.906,81.895,62.421,7094
379,DCGAN,LSUN,1,32,0,0.718,LSTM,Wikitext2,1,128,0,0.917,95.627,70.627,8096
380,DCGAN,LSUN,1,32,0,0.79,LSTM,Wikitext2,1,128,1,0.903,88.327,65.212,7800
381,DCGAN,LSUN,1,32,1,0.722,LSTM,Wikitext2,1,128,0,0.954,83.519,66.135,8368
382,DCGAN,LSUN,1,32,1,0.814,LSTM,Wikitext2,1,128,1,0.939,77.509,60.17,8072
383,DCGAN,LSUN,1,64,0,0.667,LSTM,Wikitext2,1,64,0,0.751,100.0,72.193,6812
384,DCGAN,LSUN,1,64,0,0.781,LSTM,Wikitext2,1,64,1,0.848,97.281,71.035,6316
385,DCGAN,LSUN,1,64,1,0.688,LSTM,Wikitext2,1,64,0,0.928,100.0,77.362,6236
386,DCGAN,LSUN,1,64,1,0.854,LSTM,Wikitext2,1,64,1,0.885,88.236,65.164,6102
387,DCGAN,LSUN,1,64,0,0.661,LSTM,Wikitext2,1,128,0,0.886,97.588,71.922,8182
388,DCGAN,LSUN,1,64,0,0.781,LSTM,Wikitext2,1,128,1,0.897,96.25,69.962,7886
389,DCGAN,LSUN,1,64,1,0.701,LSTM,Wikitext2,1,128,0,0.963,88.212,68.635,7968
390,DCGAN,LSUN,1,64,1,0.822,LSTM,Wikitext2,1,128,1,0.928,86.5,63.654,8464
391,DCGAN,LSUN,1,128,0,0.651,LSTM,Wikitext2,1,64,0,0.661,100.0,70.036,7002
392,DCGAN,LSUN,1,128,0,0.727,LSTM,Wikitext2,1,64,1,0.725,98.702,68.404,6868
393,DCGAN,LSUN,1,128,1,0.62,LSTM,Wikitext2,1,64,0,0.866,100.0,77.714,6596
394,DCGAN,LSUN,1,128,1,0.758,LSTM,Wikitext2,1,64,1,0.93,94.224,73.069,6462
395,DCGAN,LSUN,1,128,0,0.622,LSTM,Wikitext2,1,128,0,0.83,99.039,71.824,8734
396,DCGAN,LSUN,1,128,0,0.667,LSTM,Wikitext2,1,128,1,0.9,98.782,71.982,8438
397,DCGAN,LSUN,1,128,1,0.633,LSTM,Wikitext2,1,128,0,0.939,91.528,71.962,8328
398,DCGAN,LSUN,1,128,1,0.757,LSTM,Wikitext2,1,128,1,0.925,89.907,68.704,8032
399,LSTM,Wikitext2,1,64,0,0.563,LSTM,Wikitext2,1,64,0,0.563,100.0,84.286,7790
400,LSTM,Wikitext2,1,64,0,0.647,LSTM,Wikitext2,1,64,1,0.636,100.0,86.536,7656
401,LSTM,Wikitext2,1,64,1,0.63,LSTM,Wikitext2,1,64,1,0.631,86.418,76.091,7522
402,LSTM,Wikitext2,1,64,0,0.52,LSTM,Wikitext2,1,128,0,0.731,100.0,85.216,9522
403,LSTM,Wikitext2,1,64,0,0.544,LSTM,Wikitext2,1,128,1,0.84,100.0,87.407,9226
404,LSTM,Wikitext2,1,64,1,0.562,LSTM,Wikitext2,1,128,0,0.774,94.529,82.804,9388
405,LSTM,Wikitext2,1,64,1,0.62,LSTM,Wikitext2,1,128,1,0.832,93.302,83.094,9092
406,LSTM,Wikitext2,1,128,0,0.62,LSTM,Wikitext2,1,128,0,0.62,90.184,78.898,11254
407,LSTM,Wikitext2,1,128,0,0.681,LSTM,Wikitext2,1,128,1,0.666,90.5,80.68,10958
408,LSTM,Wikitext2,1,128,1,0.825,LSTM,Wikitext2,1,128,1,0.824,100.0,91.698,10662
409,MobileNetV3,ImageNet,1,32,0,1.151,PPO,LunarLander,1,32,0,1.0,16.386,1.386,4742
410,MobileNetV3,ImageNet,1,32,1,1.106,PPO,LunarLander,1,32,0,1.0,15.507,0.565,4396
411,MobileNetV3,ImageNet,1,32,0,1.162,PPO,LunarLander,1,64,0,1.0,16.882,2.105,4742
412,MobileNetV3,ImageNet,1,32,1,1.035,PPO,LunarLander,1,64,0,1.0,16.324,1.068,4430
413,MobileNetV3,ImageNet,1,32,0,1.101,PPO,LunarLander,1,128,0,1.0,17.603,2.89,4742
414,MobileNetV3,ImageNet,1,32,1,1.07,PPO,LunarLander,1,128,0,1.0,18.628,1.231,4454
415,MobileNetV3,ImageNet,1,64,0,1.253,PPO,LunarLander,1,32,0,1.0,12.782,0.705,5314
416,MobileNetV3,ImageNet,1,64,1,1.082,PPO,LunarLander,1,32,0,1.0,17.072,1.42,4754
417,MobileNetV3,ImageNet,1,64,0,1.259,PPO,LunarLander,1,64,0,1.0,25.318,6.667,5314
418,MobileNetV3,ImageNet,1,64,1,1.02,PPO,LunarLander,1,64,0,1.0,16.478,2.043,4754
419,MobileNetV3,ImageNet,1,64,0,1.228,PPO,LunarLander,1,128,0,1.0,23.041,7.164,5314
420,MobileNetV3,ImageNet,1,64,1,1.072,PPO,LunarLander,1,128,0,1.0,21.457,3.1,4754
421,MobileNetV3,ImageNet,1,128,0,1.009,PPO,LunarLander,1,32,0,1.0,14.103,0.044,2051
422,MobileNetV3,ImageNet,1,128,1,1.106,PPO,LunarLander,1,32,0,1.0,16.5,1.412,5264
423,MobileNetV3,ImageNet,1,128,0,1.006,PPO,LunarLander,1,64,0,1.0,18.03,3.788,6476
424,MobileNetV3,ImageNet,1,128,1,1.091,PPO,LunarLander,1,64,0,1.0,19.373,3.463,5366
425,MobileNetV3,ImageNet,1,128,0,1.008,PPO,LunarLander,1,128,0,1.0,21.75,6.875,6476
426,MobileNetV3,ImageNet,1,128,1,1.11,PPO,LunarLander,1,128,0,1.0,26.155,4.901,5264
427,ResNet18,CIFAR-10,1,32,0,1.008,PPO,LunarLander,1,32,0,1.0,51.653,23.639,4408
428,ResNet18,CIFAR-10,1,32,1,0.963,PPO,LunarLander,1,32,0,1.0,37.551,14.246,4378
429,ResNet18,CIFAR-10,1,32,0,1.039,PPO,LunarLander,1,64,0,1.0,48.718,22.526,4408
430,ResNet18,CIFAR-10,1,32,1,0.97,PPO,LunarLander,1,64,0,1.0,38.314,15.571,4378
431,ResNet18,CIFAR-10,1,32,0,1.163,PPO,LunarLander,1,128,0,1.0,62.703,30.23,4968
432,ResNet18,CIFAR-10,1,32,1,0.92,PPO,LunarLander,1,128,0,1.0,37.542,14.806,4378
433,ResNet18,CIFAR-10,1,64,0,0.97,PPO,LunarLander,1,32,0,1.0,68.519,40.974,4708
434,ResNet18,CIFAR-10,1,64,1,0.804,PPO,LunarLander,1,32,0,1.0,45.833,20.278,5690
435,ResNet18,CIFAR-10,1,64,0,0.948,PPO,LunarLander,1,64,0,1.0,80.371,49.229,4708
436,ResNet18,CIFAR-10,1,64,1,0.815,PPO,LunarLander,1,64,0,1.0,46.671,20.519,5690
437,ResNet18,CIFAR-10,1,64,0,0.932,PPO,LunarLander,1,128,0,1.0,72.09,43.833,6190
438,ResNet18,CIFAR-10,1,64,1,0.788,PPO,LunarLander,1,128,0,1.0,49.329,22.685,5690
439,ResNet18,CIFAR-10,1,128,0,1.0,PPO,LunarLander,1,32,0,1.0,90.938,59.754,5120
440,ResNet18,CIFAR-10,1,128,1,0.984,PPO,LunarLander,1,32,0,1.0,59.296,32.58,6084
441,ResNet18,CIFAR-10,1,128,0,1.048,PPO,LunarLander,1,64,0,1.0,87.789,59.276,5444
442,ResNet18,CIFAR-10,1,128,1,0.938,PPO,LunarLander,1,64,0,1.0,68.708,36.458,6084
443,ResNet18,CIFAR-10,1,128,0,1.007,PPO,LunarLander,1,128,0,1.0,91.803,60.479,5120
444,ResNet18,CIFAR-10,1,128,1,1.047,PPO,LunarLander,1,128,0,1.0,75.908,42.408,6084
445,MobileNetV2,CIFAR-10,1,32,0,0.976,PPO,LunarLander,1,32,0,1.0,43.174,13.884,4556
446,MobileNetV2,CIFAR-10,1,32,1,0.975,PPO,LunarLander,1,32,0,1.0,36.662,6.324,4368
447,MobileNetV2,CIFAR-10,1,32,0,0.911,PPO,LunarLander,1,64,0,1.0,42.314,13.686,4556
448,MobileNetV2,CIFAR-10,1,32,1,0.911,PPO,LunarLander,1,64,0,1.0,35.232,5.971,4368
449,MobileNetV2,CIFAR-10,1,32,0,0.954,PPO,LunarLander,1,128,0,1.0,41.779,13.494,4556
450,MobileNetV2,CIFAR-10,1,32,1,0.966,PPO,LunarLander,1,128,0,1.0,35.432,6.27,4368
451,MobileNetV2,CIFAR-10,1,64,0,0.958,PPO,LunarLander,1,32,0,1.0,55.85,27.325,5066
452,MobileNetV2,CIFAR-10,1,64,1,0.942,PPO,LunarLander,1,32,0,1.0,43.732,13.169,4610
453,MobileNetV2,CIFAR-10,1,64,0,0.88,PPO,LunarLander,1,64,0,1.0,55.575,27.312,5058
454,MobileNetV2,CIFAR-10,1,64,1,0.882,PPO,LunarLander,1,64,0,1.0,40.418,12.354,4610
455,MobileNetV2,CIFAR-10,1,64,0,0.902,PPO,LunarLander,1,128,0,1.0,57.506,28.595,5058
456,MobileNetV2,CIFAR-10,1,64,1,1.021,PPO,LunarLander,1,128,0,1.0,49.233,15.808,4610
457,MobileNetV2,CIFAR-10,1,128,0,0.987,PPO,LunarLander,1,32,0,1.0,91.815,57.185,6126
458,MobileNetV2,CIFAR-10,1,128,1,0.943,PPO,LunarLander,1,32,0,1.0,56.233,24.658,5044
459,MobileNetV2,CIFAR-10,1,128,0,1.008,PPO,LunarLander,1,64,0,1.0,90.324,57.108,6126
460,MobileNetV2,CIFAR-10,1,128,1,0.934,PPO,LunarLander,1,64,0,1.0,58.053,24.961,5962
461,MobileNetV2,CIFAR-10,1,128,0,0.986,PPO,LunarLander,1,128,0,1.0,87.253,54.19,6126
462,MobileNetV2,CIFAR-10,1,128,1,0.99,PPO,LunarLander,1,128,0,1.0,60.833,27.064,5052
463,EfficientNet,CIFAR-10,1,32,0,0.95,PPO,LunarLander,1,32,0,1.0,32.929,2.486,4356
464,EfficientNet,CIFAR-10,1,32,1,0.938,PPO,LunarLander,1,32,0,1.0,26.641,0.91,4224
465,EfficientNet,CIFAR-10,1,32,0,0.969,PPO,LunarLander,1,64,0,1.0,33.164,2.493,4356
466,EfficientNet,CIFAR-10,1,32,1,0.968,PPO,LunarLander,1,64,0,1.0,29.013,1.026,4224
467,EfficientNet,CIFAR-10,1,32,0,1.006,PPO,LunarLander,1,128,0,1.0,35.315,2.849,4356
