,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
707,VGG,CIFAR-10,1,64,0,1.327,PointNet,ShapeNet,1,128,1,0.918,59.344,37.77,9332
708,VGG,CIFAR-10,1,64,1,1.242,PointNet,ShapeNet,1,128,0,0.951,42.823,24.919,14084
709,VGG,CIFAR-10,1,64,1,1.491,PointNet,ShapeNet,1,128,1,0.961,48.429,26.857,9254
710,VGG,CIFAR-10,1,128,0,1.065,PointNet,ShapeNet,1,32,0,0.949,66.427,40.347,8374
711,VGG,CIFAR-10,1,128,0,1.14,PointNet,ShapeNet,1,32,1,0.937,65.427,36.48,7504
712,VGG,CIFAR-10,1,128,1,1.182,PointNet,ShapeNet,1,32,0,1.009,58.104,31.455,7772
713,VGG,CIFAR-10,1,128,1,1.226,PointNet,ShapeNet,1,32,1,0.988,55.493,29.726,7298
714,VGG,CIFAR-10,1,128,0,1.024,PointNet,ShapeNet,1,64,0,0.955,59.522,39.913,10358
715,VGG,CIFAR-10,1,128,0,1.087,PointNet,ShapeNet,1,64,1,0.965,57.101,37.246,8544
716,VGG,CIFAR-10,1,128,1,1.134,PointNet,ShapeNet,1,64,0,0.975,50.761,31.437,10152
717,VGG,CIFAR-10,1,128,1,1.257,PointNet,ShapeNet,1,64,1,0.983,50.971,29.333,7220
718,VGG,CIFAR-10,1,128,0,1.046,PointNet,ShapeNet,1,128,0,0.953,55.742,37.435,13048
719,VGG,CIFAR-10,1,128,0,1.049,PointNet,ShapeNet,1,128,1,0.927,50.15,33.433,9550
720,VGG,CIFAR-10,1,128,1,1.117,PointNet,ShapeNet,1,128,0,0.945,46.667,28.617,13046
721,VGG,CIFAR-10,1,128,1,1.165,PointNet,ShapeNet,1,128,1,0.942,42.361,24.246,9548
722,DCGAN,LSUN,1,32,0,1.012,PPO,LunarLander,1,32,0,1.0,49.312,14.9,4506
723,DCGAN,LSUN,1,32,1,0.999,PPO,LunarLander,1,32,0,1.0,36.451,9.746,4778
724,DCGAN,LSUN,1,32,0,0.921,PPO,LunarLander,1,64,0,1.0,54.014,18.609,4506
725,DCGAN,LSUN,1,32,1,0.963,PPO,LunarLander,1,64,0,1.0,38.194,10.836,4778
726,DCGAN,LSUN,1,32,0,0.911,PPO,LunarLander,1,128,0,1.0,50.87,17.286,4506
727,DCGAN,LSUN,1,32,1,1.15,PPO,LunarLander,1,128,0,1.0,45.616,12.795,4778
728,DCGAN,LSUN,1,64,0,1.067,PPO,LunarLander,1,32,0,1.0,77.172,31.641,4954
729,DCGAN,LSUN,1,64,1,1.032,PPO,LunarLander,1,32,0,1.0,44.974,13.974,4378
730,DCGAN,LSUN,1,64,0,0.986,PPO,LunarLander,1,64,0,1.0,71.25,27.639,4592
731,DCGAN,LSUN,1,64,1,0.998,PPO,LunarLander,1,64,0,1.0,49.235,15.809,4378
732,DCGAN,LSUN,1,64,0,1.0,PPO,LunarLander,1,128,0,1.0,73.026,28.263,4592
733,DCGAN,LSUN,1,64,1,0.995,PPO,LunarLander,1,128,0,1.0,46.784,15.041,4378
734,DCGAN,LSUN,1,128,0,0.993,PPO,LunarLander,1,32,0,1.0,77.581,29.514,5144
735,DCGAN,LSUN,1,128,1,0.889,PPO,LunarLander,1,32,0,1.0,52.8,21.24,4738
736,DCGAN,LSUN,1,128,0,0.99,PPO,LunarLander,1,64,0,1.0,82.014,31.8,5144
737,DCGAN,LSUN,1,128,1,0.913,PPO,LunarLander,1,64,0,1.0,55.611,21.931,5430
738,DCGAN,LSUN,1,128,0,0.982,PPO,LunarLander,1,128,0,1.0,87.446,34.0,5144
739,DCGAN,LSUN,1,128,1,1.032,PPO,LunarLander,1,128,0,1.0,65.329,25.908,4738
740,ResNet18,CIFAR-10,1,32,0,0.949,ResNet18,CIFAR-10,1,32,0,0.972,88.027,50.227,4790
741,ResNet18,CIFAR-10,1,32,0,0.936,ResNet18,CIFAR-10,1,32,1,0.875,72.595,44.243,4712
742,ResNet18,CIFAR-10,1,32,1,0.883,ResNet18,CIFAR-10,1,32,1,0.889,63.618,33.25,4682
743,ResNet18,CIFAR-10,1,32,0,0.896,ResNet18,CIFAR-10,1,64,0,0.756,98.707,64.627,5072
744,ResNet18,CIFAR-10,1,32,0,0.972,ResNet18,CIFAR-10,1,64,1,0.776,88.865,48.243,6012
745,ResNet18,CIFAR-10,1,32,1,0.851,ResNet18,CIFAR-10,1,64,0,0.885,93.486,59.905,5012
746,ResNet18,CIFAR-10,1,32,1,0.892,ResNet18,CIFAR-10,1,64,1,0.795,75.333,44.973,5994
747,ResNet18,CIFAR-10,1,32,0,0.697,ResNet18,CIFAR-10,1,128,0,0.692,99.421,67.145,5528
748,ResNet18,CIFAR-10,1,32,0,0.944,ResNet18,CIFAR-10,1,128,1,0.767,94.838,64.405,6424
749,ResNet18,CIFAR-10,1,32,1,0.787,ResNet18,CIFAR-10,1,128,0,0.897,97.813,70.293,5424
750,ResNet18,CIFAR-10,1,32,1,0.883,ResNet18,CIFAR-10,1,128,1,0.825,87.267,52.72,6388
751,ResNet18,CIFAR-10,1,64,0,0.648,ResNet18,CIFAR-10,1,64,0,0.652,98.658,68.513,5342
752,ResNet18,CIFAR-10,1,64,0,0.788,ResNet18,CIFAR-10,1,64,1,0.639,97.041,71.23,6014
753,ResNet18,CIFAR-10,1,64,1,0.738,ResNet18,CIFAR-10,1,64,1,0.78,84.32,48.573,6256
754,ResNet18,CIFAR-10,1,64,0,0.539,ResNet18,CIFAR-10,1,128,0,0.658,99.868,68.316,6436
755,ResNet18,CIFAR-10,1,64,0,0.717,ResNet18,CIFAR-10,1,128,1,0.664,98.297,71.432,5680
756,ResNet18,CIFAR-10,1,64,1,0.583,ResNet18,CIFAR-10,1,128,0,0.852,99.453,71.52,6736
757,ResNet18,CIFAR-10,1,64,1,0.729,ResNet18,CIFAR-10,1,128,1,0.789,91.36,61.213,8328
758,ResNet18,CIFAR-10,1,128,0,0.558,ResNet18,CIFAR-10,1,128,0,0.559,99.533,64.96,7716
759,ResNet18,CIFAR-10,1,128,0,0.714,ResNet18,CIFAR-10,1,128,1,0.526,99.72,66.467,7402
760,ResNet18,CIFAR-10,1,128,1,0.633,ResNet18,CIFAR-10,1,128,1,0.63,99.093,67.413,7920
761,ResNet18,CIFAR-10,1,32,0,1.053,MobileNetV2,CIFAR-10,1,32,0,0.896,79.132,44.132,4912
762,ResNet18,CIFAR-10,1,32,0,1.045,MobileNetV2,CIFAR-10,1,32,1,0.873,74.24,35.587,4732
763,ResNet18,CIFAR-10,1,32,1,0.903,MobileNetV2,CIFAR-10,1,32,0,0.944,64.52,32.627,4860
764,ResNet18,CIFAR-10,1,32,1,0.937,MobileNetV2,CIFAR-10,1,32,1,0.902,56.737,25.263,4672
765,ResNet18,CIFAR-10,1,32,0,0.939,MobileNetV2,CIFAR-10,1,64,0,0.871,97.447,57.816,5422
766,ResNet18,CIFAR-10,1,32,0,1.031,MobileNetV2,CIFAR-10,1,64,1,0.891,78.662,42.162,4952
767,ResNet18,CIFAR-10,1,32,1,0.991,MobileNetV2,CIFAR-10,1,64,0,0.883,81.373,51.213,5362
768,ResNet18,CIFAR-10,1,32,1,0.977,MobileNetV2,CIFAR-10,1,64,1,0.911,64.554,33.311,4918
769,ResNet18,CIFAR-10,1,32,0,0.802,MobileNetV2,CIFAR-10,1,128,0,0.73,98.986,69.689,6414
770,ResNet18,CIFAR-10,1,32,0,1.039,MobileNetV2,CIFAR-10,1,128,1,0.849,91.562,56.219,5332
771,ResNet18,CIFAR-10,1,32,1,0.844,MobileNetV2,CIFAR-10,1,128,0,0.8,98.014,69.203,6468
772,ResNet18,CIFAR-10,1,32,1,0.848,MobileNetV2,CIFAR-10,1,128,1,0.864,76.861,41.875,5348
773,ResNet18,CIFAR-10,1,64,0,0.82,MobileNetV2,CIFAR-10,1,32,0,0.919,94.147,61.373,5190
774,ResNet18,CIFAR-10,1,64,0,0.949,MobileNetV2,CIFAR-10,1,32,1,0.835,91.541,57.865,5002
775,ResNet18,CIFAR-10,1,64,1,0.832,MobileNetV2,CIFAR-10,1,32,0,0.967,75.44,40.707,6172
776,ResNet18,CIFAR-10,1,64,1,0.783,MobileNetV2,CIFAR-10,1,32,1,0.928,65.907,30.267,5984
777,ResNet18,CIFAR-10,1,64,0,0.714,MobileNetV2,CIFAR-10,1,64,0,0.782,99.068,69.37,6580
778,ResNet18,CIFAR-10,1,64,0,0.817,MobileNetV2,CIFAR-10,1,64,1,0.88,92.27,57.27,5246
779,ResNet18,CIFAR-10,1,64,1,0.748,MobileNetV2,CIFAR-10,1,64,0,0.895,90.461,57.895,6674
780,ResNet18,CIFAR-10,1,64,1,0.795,MobileNetV2,CIFAR-10,1,64,1,0.906,77.203,40.851,6210
781,ResNet18,CIFAR-10,1,64,0,0.545,MobileNetV2,CIFAR-10,1,128,0,0.59,99.75,67.724,6810
782,ResNet18,CIFAR-10,1,64,0,0.776,MobileNetV2,CIFAR-10,1,128,1,0.735,98.775,62.817,6052
783,ResNet18,CIFAR-10,1,64,1,0.616,MobileNetV2,CIFAR-10,1,128,0,0.764,98.961,71.487,7658
784,ResNet18,CIFAR-10,1,64,1,0.783,MobileNetV2,CIFAR-10,1,128,1,0.891,91.069,51.736,7798
785,ResNet18,CIFAR-10,1,128,0,0.81,MobileNetV2,CIFAR-10,1,32,0,0.827,99.276,66.026,5656
786,ResNet18,CIFAR-10,1,128,0,0.927,MobileNetV2,CIFAR-10,1,32,1,0.768,97.757,67.554,7582
787,ResNet18,CIFAR-10,1,128,1,0.844,MobileNetV2,CIFAR-10,1,32,0,0.915,88.149,53.878,6566
788,ResNet18,CIFAR-10,1,128,1,0.874,MobileNetV2,CIFAR-10,1,32,1,0.885,82.6,46.733,6378
789,ResNet18,CIFAR-10,1,128,0,0.726,MobileNetV2,CIFAR-10,1,64,0,0.621,99.747,70.667,6182
790,ResNet18,CIFAR-10,1,128,0,0.87,MobileNetV2,CIFAR-10,1,64,1,0.756,97.135,68.081,7732
791,ResNet18,CIFAR-10,1,128,1,0.737,MobileNetV2,CIFAR-10,1,64,0,0.849,97.792,67.234,6064
792,ResNet18,CIFAR-10,1,128,1,0.774,MobileNetV2,CIFAR-10,1,64,1,0.828,90.493,52.329,6708
793,ResNet18,CIFAR-10,1,128,0,0.609,MobileNetV2,CIFAR-10,1,128,0,0.538,99.987,73.579,8454
794,ResNet18,CIFAR-10,1,128,0,0.803,MobileNetV2,CIFAR-10,1,128,1,0.671,99.457,67.457,6032
795,ResNet18,CIFAR-10,1,128,1,0.66,MobileNetV2,CIFAR-10,1,128,0,0.68,99.693,71.093,8050
796,ResNet18,CIFAR-10,1,128,1,0.779,MobileNetV2,CIFAR-10,1,128,1,0.788,93.928,59.609,6012
797,ResNet18,CIFAR-10,1,32,0,0.926,EfficientNet,CIFAR-10,1,32,0,0.952,62.493,26.213,4708
798,ResNet18,CIFAR-10,1,32,0,1.07,EfficientNet,CIFAR-10,1,32,1,0.952,66.558,31.091,4558
799,ResNet18,CIFAR-10,1,32,1,0.896,EfficientNet,CIFAR-10,1,32,0,0.961,49.32,19.067,4660
800,ResNet18,CIFAR-10,1,32,1,0.928,EfficientNet,CIFAR-10,1,32,1,0.961,47.618,18.592,4528
801,ResNet18,CIFAR-10,1,32,0,0.992,EfficientNet,CIFAR-10,1,64,0,0.853,72.027,35.08,5154
802,ResNet18,CIFAR-10,1,32,0,1.085,EfficientNet,CIFAR-10,1,64,1,0.953,71.227,31.8,4678
803,ResNet18,CIFAR-10,1,32,1,0.979,EfficientNet,CIFAR-10,1,64,0,0.88,59.253,24.173,5118
804,ResNet18,CIFAR-10,1,32,1,1.043,EfficientNet,CIFAR-10,1,64,1,1.011,56.338,22.286,4642
805,ResNet18,CIFAR-10,1,32,0,0.942,EfficientNet,CIFAR-10,1,128,0,0.878,92.44,49.093,5498
806,ResNet18,CIFAR-10,1,32,0,1.106,EfficientNet,CIFAR-10,1,128,1,0.853,79.216,37.068,5644
807,ResNet18,CIFAR-10,1,32,1,0.948,EfficientNet,CIFAR-10,1,128,0,0.882,68.653,32.2,4944
808,ResNet18,CIFAR-10,1,32,1,1.023,EfficientNet,CIFAR-10,1,128,1,0.885,68.203,27.216,4788
809,ResNet18,CIFAR-10,1,64,0,0.925,EfficientNet,CIFAR-10,1,32,0,0.902,92.453,52.84,5318
810,ResNet18,CIFAR-10,1,64,0,0.9,EfficientNet,CIFAR-10,1,32,1,0.975,82.892,47.405,5772
811,ResNet18,CIFAR-10,1,64,1,0.759,EfficientNet,CIFAR-10,1,32,0,0.942,58.487,25.5,5972
812,ResNet18,CIFAR-10,1,64,1,0.866,EfficientNet,CIFAR-10,1,32,1,0.922,62.842,30.487,4784
813,ResNet18,CIFAR-10,1,64,0,0.87,EfficientNet,CIFAR-10,1,64,0,0.897,92.307,52.04,5448
814,ResNet18,CIFAR-10,1,64,0,0.934,EfficientNet,CIFAR-10,1,64,1,0.917,91.547,54.307,4972
815,ResNet18,CIFAR-10,1,64,1,0.813,EfficientNet,CIFAR-10,1,64,0,0.863,66.855,32.855,6430
816,ResNet18,CIFAR-10,1,64,1,0.8,EfficientNet,CIFAR-10,1,64,1,0.939,64.711,31.75,5956
817,ResNet18,CIFAR-10,1,64,0,0.809,EfficientNet,CIFAR-10,1,128,0,0.834,95.293,57.507,6788
818,ResNet18,CIFAR-10,1,64,0,0.859,EfficientNet,CIFAR-10,1,128,1,0.779,91.548,51.315,5820
819,ResNet18,CIFAR-10,1,64,1,0.778,EfficientNet,CIFAR-10,1,128,0,0.887,76.405,39.905,6724
820,ResNet18,CIFAR-10,1,64,1,0.844,EfficientNet,CIFAR-10,1,128,1,0.904,72.164,36.808,6602
821,ResNet18,CIFAR-10,1,128,0,0.954,EfficientNet,CIFAR-10,1,32,0,0.888,96.413,64.173,6712
822,ResNet18,CIFAR-10,1,128,0,0.981,EfficientNet,CIFAR-10,1,32,1,0.904,95.89,64.781,5270
823,ResNet18,CIFAR-10,1,128,1,0.903,EfficientNet,CIFAR-10,1,32,0,0.935,78.351,43.365,6366
824,ResNet18,CIFAR-10,1,128,1,0.875,EfficientNet,CIFAR-10,1,32,1,0.97,76.12,38.853,6234
825,ResNet18,CIFAR-10,1,128,0,0.897,EfficientNet,CIFAR-10,1,64,0,0.805,97.541,63.892,5860
826,ResNet18,CIFAR-10,1,128,0,0.936,EfficientNet,CIFAR-10,1,64,1,0.892,96.747,59.587,5386
827,ResNet18,CIFAR-10,1,128,1,0.863,EfficientNet,CIFAR-10,1,64,0,0.812,82.757,48.365,6824
828,ResNet18,CIFAR-10,1,128,1,0.865,EfficientNet,CIFAR-10,1,64,1,0.933,77.324,39.541,6350
829,ResNet18,CIFAR-10,1,128,0,0.837,EfficientNet,CIFAR-10,1,128,0,0.662,99.333,64.533,5932
830,ResNet18,CIFAR-10,1,128,0,0.909,EfficientNet,CIFAR-10,1,128,1,0.718,97.625,64.25,7562
831,ResNet18,CIFAR-10,1,128,1,0.868,EfficientNet,CIFAR-10,1,128,0,0.907,91.88,48.227,7464
832,ResNet18,CIFAR-10,1,128,1,0.867,EfficientNet,CIFAR-10,1,128,1,0.887,86.467,47.373,5850
833,ResNet18,CIFAR-10,1,32,0,0.95,VGG,CIFAR-10,1,32,0,1.014,81.947,45.026,5768
834,ResNet18,CIFAR-10,1,32,0,0.97,VGG,CIFAR-10,1,32,1,1.047,72.487,40.789,6296
835,ResNet18,CIFAR-10,1,32,1,0.971,VGG,CIFAR-10,1,32,0,0.989,65.88,38.867,5738
836,ResNet18,CIFAR-10,1,32,1,0.917,VGG,CIFAR-10,1,32,1,1.049,57.947,32.307,5114
837,ResNet18,CIFAR-10,1,32,0,0.93,VGG,CIFAR-10,1,64,0,1.027,91.6,52.027,5992
838,ResNet18,CIFAR-10,1,32,0,1.046,VGG,CIFAR-10,1,64,1,1.085,76.413,47.96,5970
839,ResNet18,CIFAR-10,1,32,1,0.938,VGG,CIFAR-10,1,64,0,1.17,75.56,47.76,5936
840,ResNet18,CIFAR-10,1,32,1,0.912,VGG,CIFAR-10,1,64,1,1.076,59.716,32.946,5940
841,ResNet18,CIFAR-10,1,32,0,1.006,VGG,CIFAR-10,1,128,0,0.985,88.027,60.373,6372
842,ResNet18,CIFAR-10,1,32,0,1.004,VGG,CIFAR-10,1,128,1,1.074,81.267,53.093,5078
843,ResNet18,CIFAR-10,1,32,1,0.92,VGG,CIFAR-10,1,128,0,1.01,76.573,48.733,6932
844,ResNet18,CIFAR-10,1,32,1,0.915,VGG,CIFAR-10,1,128,1,1.039,66.553,38.658,5410
845,ResNet18,CIFAR-10,1,64,0,0.783,VGG,CIFAR-10,1,32,0,0.989,94.04,58.053,6068
846,ResNet18,CIFAR-10,1,64,0,0.846,VGG,CIFAR-10,1,32,1,1.054,88.068,60.203,5900
847,ResNet18,CIFAR-10,1,64,1,0.757,VGG,CIFAR-10,1,32,0,1.076,77.773,45.68,7050
848,ResNet18,CIFAR-10,1,64,1,0.746,VGG,CIFAR-10,1,32,1,1.094,72.595,45.311,7584
849,ResNet18,CIFAR-10,1,64,0,0.751,VGG,CIFAR-10,1,64,0,1.083,97.027,70.667,6266
850,ResNet18,CIFAR-10,1,64,0,0.867,VGG,CIFAR-10,1,64,1,1.012,91.493,61.667,6270
851,ResNet18,CIFAR-10,1,64,1,0.753,VGG,CIFAR-10,1,64,0,1.044,78.227,50.027,7644
852,ResNet18,CIFAR-10,1,64,1,0.817,VGG,CIFAR-10,1,64,1,1.077,70.627,40.333,7252
853,ResNet18,CIFAR-10,1,64,0,0.644,VGG,CIFAR-10,1,128,0,0.951,98.373,63.347,6716
854,ResNet18,CIFAR-10,1,64,0,0.788,VGG,CIFAR-10,1,128,1,0.995,96.243,65.284,6464
855,ResNet18,CIFAR-10,1,64,1,0.729,VGG,CIFAR-10,1,128,0,0.958,77.811,51.986,7654
856,ResNet18,CIFAR-10,1,64,1,0.813,VGG,CIFAR-10,1,128,1,1.142,79.078,48.39,7448
857,ResNet18,CIFAR-10,1,128,0,0.774,VGG,CIFAR-10,1,32,0,0.943,99.145,65.961,7790
858,ResNet18,CIFAR-10,1,128,0,0.862,VGG,CIFAR-10,1,32,1,0.867,96.333,69.827,5856
859,ResNet18,CIFAR-10,1,128,1,0.773,VGG,CIFAR-10,1,32,0,1.003,84.27,55.122,6492
860,ResNet18,CIFAR-10,1,128,1,0.833,VGG,CIFAR-10,1,32,1,0.988,79.554,51.757,5782
861,ResNet18,CIFAR-10,1,128,0,0.732,VGG,CIFAR-10,1,64,0,0.807,98.63,67.822,6678
862,ResNet18,CIFAR-10,1,128,0,0.86,VGG,CIFAR-10,1,64,1,0.886,96.867,72.12,6828
863,ResNet18,CIFAR-10,1,128,1,0.799,VGG,CIFAR-10,1,64,0,1.08,92.693,65.12,7642
864,ResNet18,CIFAR-10,1,128,1,0.768,VGG,CIFAR-10,1,64,1,0.984,85.311,52.743,7646
865,ResNet18,CIFAR-10,1,128,0,0.689,VGG,CIFAR-10,1,128,0,0.833,99.324,68.311,7084
866,ResNet18,CIFAR-10,1,128,0,0.823,VGG,CIFAR-10,1,128,1,0.88,98.027,69.77,7676
867,ResNet18,CIFAR-10,1,128,1,0.646,VGG,CIFAR-10,1,128,0,1.04,99.382,63.053,8048
868,ResNet18,CIFAR-10,1,128,1,0.761,VGG,CIFAR-10,1,128,1,1.064,92.948,55.078,7840
869,MobileNetV2,CIFAR-10,1,32,0,0.902,MobileNetV2,CIFAR-10,1,32,0,0.977,69.52,32.04,5038
870,MobileNetV2,CIFAR-10,1,32,0,0.933,MobileNetV2,CIFAR-10,1,32,1,0.947,59.8,23.147,4850
871,MobileNetV2,CIFAR-10,1,32,1,0.91,MobileNetV2,CIFAR-10,1,32,1,0.878,47.76,13.693,4662
872,MobileNetV2,CIFAR-10,1,32,0,0.92,MobileNetV2,CIFAR-10,1,64,0,0.885,86.421,49.895,5574
873,MobileNetV2,CIFAR-10,1,32,0,0.922,MobileNetV2,CIFAR-10,1,64,1,0.907,68.56,31.747,5092
874,MobileNetV2,CIFAR-10,1,32,1,0.926,MobileNetV2,CIFAR-10,1,64,0,0.881,77.921,40.566,5386
875,MobileNetV2,CIFAR-10,1,32,1,0.927,MobileNetV2,CIFAR-10,1,64,1,0.966,62.267,23.08,4904
876,MobileNetV2,CIFAR-10,1,32,0,0.868,MobileNetV2,CIFAR-10,1,128,0,0.803,98.72,66.093,6522
877,MobileNetV2,CIFAR-10,1,32,0,0.939,MobileNetV2,CIFAR-10,1,128,1,0.88,79.028,41.514,6048
878,MobileNetV2,CIFAR-10,1,32,1,0.877,MobileNetV2,CIFAR-10,1,128,0,0.9,97.427,63.8,6420
879,MobileNetV2,CIFAR-10,1,32,1,0.91,MobileNetV2,CIFAR-10,1,128,1,0.906,75.375,35.222,5858
880,MobileNetV2,CIFAR-10,1,64,0,0.829,MobileNetV2,CIFAR-10,1,64,0,0.846,97.851,64.081,6076
881,MobileNetV2,CIFAR-10,1,64,0,0.917,MobileNetV2,CIFAR-10,1,64,1,0.911,88.361,50.069,5560
882,MobileNetV2,CIFAR-10,1,64,1,0.954,MobileNetV2,CIFAR-10,1,64,1,0.904,70.311,30.946,5146
883,MobileNetV2,CIFAR-10,1,64,0,0.693,MobileNetV2,CIFAR-10,1,128,0,0.673,99.592,70.553,7104
884,MobileNetV2,CIFAR-10,1,64,0,0.898,MobileNetV2,CIFAR-10,1,128,1,0.807,94.958,58.225,5984
885,MobileNetV2,CIFAR-10,1,64,1,0.823,MobileNetV2,CIFAR-10,1,128,0,0.823,98.811,65.243,6554
886,MobileNetV2,CIFAR-10,1,64,1,0.904,MobileNetV2,CIFAR-10,1,128,1,0.901,85.0,42.528,5594
887,MobileNetV2,CIFAR-10,1,128,0,0.582,MobileNetV2,CIFAR-10,1,128,0,0.582,100.0,74.813,8144
888,MobileNetV2,CIFAR-10,1,128,0,0.697,MobileNetV2,CIFAR-10,1,128,1,0.711,97.562,66.301,7584
889,MobileNetV2,CIFAR-10,1,128,1,0.806,MobileNetV2,CIFAR-10,1,128,1,0.818,90.958,49.028,6138
890,MobileNetV2,CIFAR-10,1,32,0,0.922,EfficientNet,CIFAR-10,1,32,0,0.958,54.73,18.338,4838
891,MobileNetV2,CIFAR-10,1,32,0,0.955,EfficientNet,CIFAR-10,1,32,1,0.946,52.973,17.216,4706
892,MobileNetV2,CIFAR-10,1,32,1,0.865,EfficientNet,CIFAR-10,1,32,0,0.98,45.267,10.133,4650
893,MobileNetV2,CIFAR-10,1,32,1,0.875,EfficientNet,CIFAR-10,1,32,1,0.983,41.533,8.213,4518
894,MobileNetV2,CIFAR-10,1,32,0,1.011,EfficientNet,CIFAR-10,1,64,0,0.846,61.711,23.855,5296
895,MobileNetV2,CIFAR-10,1,32,0,0.978,EfficientNet,CIFAR-10,1,64,1,0.844,55.247,18.961,4820
896,MobileNetV2,CIFAR-10,1,32,1,0.902,EfficientNet,CIFAR-10,1,64,0,0.894,50.527,13.919,5108
897,MobileNetV2,CIFAR-10,1,32,1,0.925,EfficientNet,CIFAR-10,1,64,1,0.972,49.12,10.507,4634
898,MobileNetV2,CIFAR-10,1,32,0,0.983,EfficientNet,CIFAR-10,1,128,0,0.872,74.895,32.724,5162
899,MobileNetV2,CIFAR-10,1,32,0,0.967,EfficientNet,CIFAR-10,1,128,1,0.933,65.6,23.827,4888
900,MobileNetV2,CIFAR-10,1,32,1,0.983,EfficientNet,CIFAR-10,1,128,0,0.907,65.408,23.395,4936
901,MobileNetV2,CIFAR-10,1,32,1,0.992,EfficientNet,CIFAR-10,1,128,1,0.945,56.507,14.987,5606
902,MobileNetV2,CIFAR-10,1,64,0,0.918,EfficientNet,CIFAR-10,1,32,0,0.952,75.896,37.792,5374
903,MobileNetV2,CIFAR-10,1,64,0,0.931,EfficientNet,CIFAR-10,1,32,1,1.003,75.68,36.747,5208
904,MobileNetV2,CIFAR-10,1,64,1,0.914,EfficientNet,CIFAR-10,1,32,0,1.011,57.919,18.608,4892
905,MobileNetV2,CIFAR-10,1,64,1,0.927,EfficientNet,CIFAR-10,1,32,1,0.996,54.72,16.973,4760
906,MobileNetV2,CIFAR-10,1,64,0,0.916,EfficientNet,CIFAR-10,1,64,0,0.901,82.187,41.52,5798
907,MobileNetV2,CIFAR-10,1,64,0,0.929,EfficientNet,CIFAR-10,1,64,1,0.907,78.923,38.641,5544
908,MobileNetV2,CIFAR-10,1,64,1,0.974,EfficientNet,CIFAR-10,1,64,0,0.823,63.054,22.635,5350
909,MobileNetV2,CIFAR-10,1,64,1,0.937,EfficientNet,CIFAR-10,1,64,1,0.993,60.818,19.545,4874
910,MobileNetV2,CIFAR-10,1,64,0,0.9,EfficientNet,CIFAR-10,1,128,0,0.877,92.608,49.77,5624
911,MobileNetV2,CIFAR-10,1,64,0,0.908,EfficientNet,CIFAR-10,1,128,1,0.854,81.311,41.405,6294
912,MobileNetV2,CIFAR-10,1,64,1,0.909,EfficientNet,CIFAR-10,1,128,0,0.847,71.192,29.767,5180
913,MobileNetV2,CIFAR-10,1,64,1,0.945,EfficientNet,CIFAR-10,1,128,1,0.862,65.453,21.96,5188
914,MobileNetV2,CIFAR-10,1,128,0,0.898,EfficientNet,CIFAR-10,1,32,0,0.968,97.133,60.827,6382
915,MobileNetV2,CIFAR-10,1,128,0,0.953,EfficientNet,CIFAR-10,1,32,1,0.913,97.387,63.227,6384
916,MobileNetV2,CIFAR-10,1,128,1,0.923,EfficientNet,CIFAR-10,1,32,0,0.894,69.292,31.028,5326
917,MobileNetV2,CIFAR-10,1,128,1,0.984,EfficientNet,CIFAR-10,1,32,1,1.069,72.486,31.162,5192
918,MobileNetV2,CIFAR-10,1,128,0,0.871,EfficientNet,CIFAR-10,1,64,0,0.841,98.645,62.526,6944
919,MobileNetV2,CIFAR-10,1,128,0,0.919,EfficientNet,CIFAR-10,1,64,1,0.868,97.108,61.649,6318
920,MobileNetV2,CIFAR-10,1,128,1,0.93,EfficientNet,CIFAR-10,1,64,0,0.929,79.387,36.453,5792
921,MobileNetV2,CIFAR-10,1,128,1,0.876,EfficientNet,CIFAR-10,1,64,1,0.953,69.236,30.806,5308
922,MobileNetV2,CIFAR-10,1,128,0,0.774,EfficientNet,CIFAR-10,1,128,0,0.744,99.216,62.5,6976
923,MobileNetV2,CIFAR-10,1,128,0,0.874,EfficientNet,CIFAR-10,1,128,1,0.789,97.764,61.75,7356
924,MobileNetV2,CIFAR-10,1,128,1,0.898,EfficientNet,CIFAR-10,1,128,0,0.845,83.554,41.703,6124
925,MobileNetV2,CIFAR-10,1,128,1,0.939,EfficientNet,CIFAR-10,1,128,1,0.912,83.438,35.808,6182
926,MobileNetV2,CIFAR-10,1,32,0,0.913,VGG,CIFAR-10,1,32,0,1.008,65.514,33.541,5916
927,MobileNetV2,CIFAR-10,1,32,0,0.92,VGG,CIFAR-10,1,32,1,1.035,61.227,30.707,5292
928,MobileNetV2,CIFAR-10,1,32,1,0.886,VGG,CIFAR-10,1,32,0,1.019,55.649,25.838,5728
929,MobileNetV2,CIFAR-10,1,32,1,0.896,VGG,CIFAR-10,1,32,1,1.112,54.893,22.933,5104
930,MobileNetV2,CIFAR-10,1,32,0,0.933,VGG,CIFAR-10,1,64,0,1.051,77.041,43.811,6114
931,MobileNetV2,CIFAR-10,1,32,0,0.941,VGG,CIFAR-10,1,64,1,1.051,67.432,34.284,6188
932,MobileNetV2,CIFAR-10,1,32,1,0.935,VGG,CIFAR-10,1,64,0,1.079,69.107,34.853,5926
933,MobileNetV2,CIFAR-10,1,32,1,0.865,VGG,CIFAR-10,1,64,1,1.074,55.324,25.243,5930
