job_id,priority
773654,115430
773655,-3122
773656,-526
773658,-3026
773659,-2493
773660,2082
773661,2697
773662,8604
773663,7342
773664,1880
773665,7071
773666,-2961
773667,-2744
773668,5099
773669,2948
773670,-2891
773671,-2470
773672,4169
773673,4854
773675,-14
773677,-2713
773678,-3122
773679,3658
773680,-4713
773681,-2534
773682,4659
773683,3469
773684,1841
773685,-3122
773686,-2713
773687,3704
773688,9214
773689,-2470
773691,33728
773690,27806
773692,1112
773693,311
773697,4552
773709,5013
773712,2697
773706,1938
773698,4201
773705,3066
773700,5193
773708,9434
773713,5080
773702,1938
773711,3635
773704,3635
773701,6916
773707,6916
773696,11777
773710,1938
773695,2615
773699,2550
773703,2180
773714,5193
773715,4659
773716,-400
773718,8612
773719,-1420
773720,5228
773721,2419
773722,114521
773723,4237
773724,-411
773725,114521
773726,135222
773727,3842
773729,143302
773730,372
773731,714
773732,-758
773734,3420
773735,4808
773736,-5526
773738,3437
773739,205
773740,64
773762,3925
773763,-457
773765,-2808
773766,-4882
773767,-2641
773768,-10561
773769,249
773770,-3526
773771,157491
773773,-3666
773774,-4040
773784,3251
773778,4584
773787,22387
773790,793
773789,6835
773791,1879
773783,2520
773779,9525
773794,2520
773792,2419
773782,2854
773795,6835
773777,1879
773793,4428
773781,1857
773786,1857
773788,1744
773785,5175
773776,5111
773780,6011
773796,3388
773803,1744
773799,2503
773808,680
773810,2867
773802,2356
773812,2534
773806,2554
773811,2985
773809,3441
773800,3441
773804,3441
773805,2081
773797,3138
773801,2323
773815,3441
773814,5199
773798,2419
773816,9352
773807,5898
773813,2867
773818,-3658
773819,7989
773822,-3827
773823,3739
773824,-1857
773826,-3183
773828,-3616
773830,-185
773831,-3902
773832,10359
773834,-4879
773835,3989
773836,379
773837,1416
773838,-3246
773839,1844
773840,2176
773841,-3216
773842,-1857
773843,3834
773845,-1912
773846,-1236
773848,-4879
773849,-1236
773850,3257
773854,-1893
773855,5041
773856,86394
773858,4772
773859,1830
773862,731
773863,-3203
773865,229
773866,-1558
773867,9676
773871,-3203
773869,-4843
773870,-3790
773868,-2669
773873,86139
773875,90377
773876,-1475
773877,2522
773878,17406
773879,-3058
773882,-1930
773884,4808
773883,4808
773927,3894
773944,19696
773940,699
773942,5804
773946,2341
773934,4489
773930,6457
773936,2426
773932,699
773935,2100
773939,2552
773931,2100
773941,3459
773938,1784
773943,1784
773945,7492
773928,4904
773933,5017
773937,2521
773929,2426
773949,1597
773950,11736
773951,1131
773952,19083
773953,90377
773954,3832
773958,5017
773974,2374
773970,1649
773965,2439
773971,2439
773959,2100
773973,586
773967,699
773966,2261
773955,4904
773964,2261
773957,4489
773960,4376
773961,2659
773968,2659
773962,2572
773969,5105
773956,4430
773963,4317
773972,1649
773975,7406
773976,189199
773977,-2841
773978,142694
773980,1911
773981,12251
773982,16770
773983,25645
773984,153436
773985,34805
773986,2019
773987,86139
773988,3182
773989,1750
773990,-226
773991,-1644
773992,1071
774014,11954
774015,12310
774016,269773
774018,188305
774019,-2841
774020,6203
774021,-2923
774022,1918
774023,-920
774024,246604
774025,90377
774026,86272
774027,-1910
774028,119620
774030,-2006
774040,2646
774047,2659
774035,2261
774044,4904
774039,4904
774034,1891
774032,2313
774042,2459
774036,1891
774049,1784
774046,2325
774037,3346
774048,19583
774050,1704
774041,1987
774045,699
774038,2439
774031,2439
774043,1891
774033,2646
774052,1495
774053,1911
774054,3118
774055,28
774058,3118
774060,-89
774062,2798
774063,86271
774064,85151
774065,3754
774068,596
774069,2995
774070,90519
774071,122825
774072,3155
774073,-636
774074,705
774075,-4249
774077,-2006
774079,158446
774080,3537
774081,299
774083,-1892
774084,-4226
774086,-5960
774087,-677
774088,1369
774097,-248
774098,118861
774100,2674
774101,1549
774105,-4146
774104,-4146
774108,-1580
774102,14859
774106,-4284
774107,15537
774109,-4284
774103,-1904
774110,-5840
774111,-4721
774113,-1762
774114,-11573
774116,13075
774117,750
774118,174
774120,-895
774143,264309
774144,148619
774145,-1709
774147,-3419
774148,-3419
774149,144084
774151,-3992
774152,-3975
774153,734
774154,-3235
774155,8344
774156,-3788
774157,2121
774158,-3179
774159,2571
774160,-176
774161,-4562
774162,-6713
774163,-4452
774164,-5552
774165,-3788
774166,1963
774167,13144
774168,-5519
774169,220145
774170,-3235
774171,3336
774172,8344
774173,-5615
774174,-3179
774175,2571
774176,-2988
774177,-3508
774178,-4686
774179,-4010
774180,-2988
774181,-3895
774183,-1451
774184,-3975
774189,5444
774190,3604
774197,2687
774192,3921
774186,2687
774196,1780
774185,15075
774198,989
774200,1665
774194,3717
774202,4131
774193,4244
774188,2039
774191,1665
774201,-73
774195,3921
774199,20309
774187,5557
774205,2516
774212,6422
774215,1044
774213,4733
774210,1749
774209,1780
774206,3717
774214,4244
774207,3604
774211,5557
774208,3962
774231,5444
774227,20309
774234,3849
774235,-73
774232,8134
774230,3962
774228,2687
774226,14232
774229,3962
774233,1987
774258,1800
774248,3849
774263,4244
774255,3849
774257,-73
774249,4733
774259,1665
774250,2687
774253,3897
774256,3849
774262,1602
774261,3604
774264,4244
774246,5557
774252,5557
774265,1653
774247,3849
774254,8247
774251,4244
774260,4244
774266,-9209
774268,6219
774269,2121
774280,1636
774271,3962
774276,3717
774274,3962
774273,1099
774282,1987
774281,3962
774278,2687
774272,564
774279,1665
774277,8247
774270,705
774285,1790
774275,2687
774283,2039
774290,-711
774292,-718
774293,3471
774295,2756
774296,335349
774307,2005
774304,2574
774315,1012
774305,1653
774303,5273
774309,4131
774300,876
774311,876
774299,4244
774306,899
774313,3962
774298,3962
774308,5273
774314,1665
774297,3897
774310,4244
774312,3717
774301,1602
774302,15075
774316,-781
774317,2492
774318,-1052
774320,7637
774321,-1109
774323,-2009
774324,-680
774326,-1415
774327,-1109
774329,-8806
774330,3540
774351,-24
774354,2687
774355,9642
774357,14559
774358,-10904
774359,5470
774360,244
774365,1747
774378,8527
774367,1747
774377,1747
774369,1157
774379,4992
774364,1925
774376,5697
774370,2832
774366,4242
774362,1542
774368,72
774380,4290
774371,2460
774372,4092
774374,1894
774361,2111
774363,1811
774375,1811
774373,1894
774383,31933
774384,6388
774386,-226
774387,9935
774388,-2117
774390,2284
774392,-5581
774413,9603
774414,16376
774415,12703
774416,-2075
774417,3286
774418,8839
774419,-1593
774420,2411
774421,136996
774422,3590
774423,11641
774436,476
774433,949
774434,1140
774444,1640
774431,1236
774441,476
774435,2174
774440,2174
774426,3840
774442,1349
774437,1487
774425,453
774438,566
774427,1089
774432,476
774428,1236
774430,697
774439,3001
774443,697
774429,1402
774445,-4851
774467,-1497
774468,-4621
774469,-7851
774470,-2179
774471,-6689
774472,-2018
774474,-302
774475,-117
774476,-1052
774477,4828
774478,-1517
774479,-6689
774482,-1553
774484,-4176
774485,-3172
774486,551
774493,3494
774496,3247
774488,3494
774490,6895
774489,4071
774494,3247
774487,3642
774491,1803
774492,2348
774495,1089
774507,8544
774508,4477
774509,-4172
774510,220566
774511,1626
774512,84705
774513,84705
774514,-302
774515,8945
774516,122825
774517,-2438
774518,1574
774519,-2329
774520,1956
774521,-51
774522,-74
774523,-349
774524,-53
774525,-1935
774526,-1517
774527,1528
774528,618
774529,8934
774530,128
774531,9456
774532,-48
774533,3396
774534,-1778
774535,28644
774536,150253
774537,-7567
774538,348
774539,2498
774540,2521
774541,1964
774543,7918
774542,3818
774550,-89
774547,3384
774553,4453
774556,1749
774544,5564
774558,4453
774549,3931
774557,3454
774545,3454
774546,854
774552,8265
774551,967
774548,967
774554,3497
774555,4024
774562,26485
774563,-3133
774564,-16357
774565,2994
774566,953
774567,162404
774568,15496
774569,184461
774570,9523
774571,3248
774573,-4257
774574,-4703
774575,23993
774576,-2936
774578,152977
774579,-3701
774580,144133
774581,3185
774582,953
774583,16640
774584,-1714
774585,3554
774586,-3895
774587,-3675
774588,-5765
774589,348
774595,3749
774599,1636
774600,7918
774598,3040
774603,3818
774596,3931
774601,3931
774593,3911
774602,4024
774590,3429
774604,4024
774597,11965
774594,3071
774591,3643
774592,2688
774605,1785
774607,1749
774608,1654
774606,1654
774609,11852
774610,-1262
774611,140293
774613,-4204
774618,3384
774626,877
774622,877
774620,877
774624,1489
774614,1541
774621,1489
774617,2575
774631,1602
774628,3931
774615,854
774633,4453
774632,1654
774627,1636
774625,2575
774623,1636
774630,1636
774619,3749
774629,2688
774616,1887
774635,2127
774636,-199
774638,-2388
774639,-817
774640,-1196
774641,1574
774642,-1217
774644,-2796
774645,678
774646,-4814
774647,10995
774648,-1186
774649,406
774651,1975
774652,-5994
774653,444
774654,120
774656,191
774657,-2940
774659,1965
774661,-4938
774682,2216
774684,-2679
774685,8668
774686,-59
774687,-2990
774690,-1077
774694,-1013
774697,-2513
774699,-3563
774700,144782
774701,-601
774702,-1666
774703,3316
774704,-1149
774705,-1666
774706,-6034
774707,-2422
774708,-1673
774709,-3279
774710,4430
774711,-8033
774713,-290
774714,-2061
774716,-8782
774717,-4213
774719,-423
774720,-2647
774722,-4004
774729,274
774750,-818
774763,-4842
774765,2
774767,-2630
774769,83028
774770,-136
774772,-2679
774773,1864
774774,215
774775,109389
774777,142197
774776,-3194
774778,140047
774780,-2337
774782,-3028
774784,200435
774785,-1058
774792,-4519
774795,788
774799,119310
774800,89980
774801,85804
774812,5824
774811,1737
774809,4795
774810,6177
774806,5297
774807,5670
774808,6177
774804,2825
774803,5297
774805,2825
774813,-4519
774814,157310
774817,4488
774829,3503
774823,4410
774828,3723
774825,5184
774827,4291
774826,5536
774821,5649
774822,5297
774820,2793
774824,4410
774830,11528
774831,808
774834,-3980
774835,-1248
774841,274971
774844,85470
774847,150446
774855,539
774862,-5148
774875,3119
774876,-2597
774877,-6377
774878,-5335
774888,-1297
774889,-5281
774890,-2553
774892,-1202
774893,3265
774894,1275
774901,-3798
774902,143393
774903,2159
774904,131672
774905,178683
774913,4837
774909,4765
774908,4549
774912,3600
774906,4350
774911,13195
774907,5123
774910,5010
774914,807
774915,169461
774916,43048
774917,29277
774918,172602
774919,31172
774920,172602
774921,199945
774922,4792
774923,2019
774924,-5380
774925,4772
774926,-5705
774927,5387
774928,21552
774929,2101
774930,-783
774931,4772
774932,4383
774933,3870
774944,486
774945,-1205
774946,1483
774947,90503
774948,-1211
774950,78404
774951,6
774952,-596
774953,161967
774954,83492
774955,-484
774957,2540
774960,211658
774961,256104
774962,211658
774963,208608
774964,83492
774970,-1539
774977,112940
774979,1518
774981,6612
774982,5275
774983,6034
774984,6040
774985,5583
774986,6842
774987,6612
774988,6612
774989,8602
775030,6835
775031,6842
775032,5577
775033,5898
775034,5583
775035,6612
775076,6612
775077,6842
775078,7609
775079,6612
775119,-2152
775081,2461
775086,-2332
775107,-1942
775098,-2332
775084,-2332
775102,-2349
775083,-2284
775100,-2284
775109,-2341
775103,-1694
775094,-1694
775087,-1694
775090,-2125
775095,-2341
775117,2228
775089,-3975
775116,-1150
775106,-2284
775115,-2208
775114,2488
775080,-2220
775092,-2125
775104,-2236
775111,-2339
775091,4569
775105,-2125
775088,-2125
775108,-2851
775118,-2152
775112,-1150
775110,4569
775082,1182
775101,-3141
775099,-1150
775096,-17487
775113,-2248
775097,-2220
775085,-2220
775093,4569
775120,5898
775121,5583
775122,5583
775123,8489
775124,6612
775145,6842
775175,-2152
775172,-1150
775173,-1970
775170,-1150
775151,-1694
775146,-2125
775155,-3113
775150,-3759
775165,-1916
775160,-2884
775147,-2125
775161,-1721
775176,-2220
775183,2461
775171,-2320
775156,-2002
775185,-1694
775152,-1187
775154,-2284
775168,-1942
775158,-1942
775182,-2218
775157,-2884
775159,2228
775180,-2349
775181,-1150
775169,-2220
775178,-2223
775149,-2320
775162,-2218
775153,-2220
775167,-2339
775174,-2272
775179,-2299
775164,-1874
775184,-2299
775177,-1942
775163,-2242
775166,2488
775148,-925
775186,6842
775187,4786
775188,5618
775228,4296
775229,5854
775230,5854
775231,5055
775232,4911
775233,4911
775234,5624
775271,-710
775240,-778
775246,9622
775261,9622
775242,2160
775254,4295
775253,1024
775256,-670
775273,-829
775250,-1447
775268,-683
775243,-890
775245,-1469
775247,-803
775260,-679
775236,255
775237,162
775262,-1442
775249,-890
775255,-683
775248,314
775269,-2533
775264,-793
775267,-1469
775274,875
775263,-794
775258,255
775251,-710
775241,255
775244,-766
775272,5373
775266,-1442
775238,875
775265,-53
775239,228
775270,-6739
775257,228
775259,-705
775252,-1442
775235,-793
775275,4296
775276,5624
775309,875
775277,255
775314,-2560
775291,-1469
775302,-53
775301,-766
775308,314
775304,314
775299,314
775297,314
775292,-793
775283,-766
775282,297
775293,2187
775312,-829
775311,175807
775294,-696
775284,529
775281,162
775296,2187
775288,162
775278,-805
775289,-1314
775286,-805
775303,-6766
775295,-6739
775313,-766
775290,2187
775300,-683
775298,-1469
775307,228
775279,-683
775310,-2533
775315,228
775280,-2560
775287,4987
775285,162
775305,-710
775306,163311
775316,5724
775317,13157
775318,4911
775339,4598
775340,4904
775341,-1032
775342,4598
775343,3003
775344,4598
775345,4092
775356,-459
775350,-1314
775364,1051
775355,-431
775357,314
775365,5373
775359,-6739
775349,212
775362,-829
775348,-2533
775358,-829
775352,228
775361,-2533
775354,239
775360,-683
775351,162
775347,297
775353,-778
775346,-1447
775363,1024
775366,5624
775367,8335
775368,5055
775369,4092
775370,5624
775371,5618
775372,5037
775377,5055
775378,5854
775379,4598
775380,4598
775381,5624
775382,4911
775383,4296
775384,4296
775385,5848
775386,4598
775387,5848
775388,6405
775389,5854
775390,5854
775391,5055
775392,5854
775393,5624
775394,4591
775395,5854
775396,10191
775397,5624
775398,5055
775399,4754
775400,4598
775401,5854
775402,3323
775403,5438
775404,5438
775405,4082
775406,3323
775407,3787
775408,6464
775409,4859
775424,-1683
775419,-717
775429,-1656
775412,78
775423,-1625
775420,-745
775427,-745
775426,-1432
775417,-1751
775410,-2420
775425,-1751
775421,-1683
775415,-2399
775428,-3506
775422,-1739
775418,-3506
775414,-1863
775413,4400
775416,8622
775411,-837
775430,4629
775431,4082
775451,1214
775446,-1671
775435,-717
775439,-1678
775440,-1671
775433,-717
775432,-7751
775434,-1076
775450,1040
775437,-2287
775444,-717
775448,-658
775436,-837
775442,-3533
775441,-1405
775447,-837
775438,-810
775443,-1751
775445,-1766
775449,1494
775452,3323
775453,2030
775484,-1739
775480,-2116
775476,1214
775492,4400
775459,-7724
775461,-1049
775466,-658
775457,-658
775491,-658
775465,-1678
775471,4014
775488,-2447
775482,-658
775468,-1049
775462,-1804
775470,1214
775473,-7724
775460,-1678
775477,-7724
775474,4400
775454,3322
775479,-470
775467,-470
775490,-3506
775455,8649
775485,-1778
775475,-2399
775493,1494
775456,-1751
775463,-1643
775478,-810
775489,1040
775486,4014
775469,51
775487,-3506
775481,-7724
775472,4014
775458,-703
775464,-1802
775483,-2415
775497,-1766
775519,-1739
775531,-810
775500,-810
775507,-810
775523,-1863
775495,-1625
775529,-2420
775530,-2287
775524,-1669
775508,-2415
775517,-2447
775494,4400
775516,1214
775509,8649
775526,1214
775532,-3506
775498,-1405
775514,-3533
775510,-2287
775499,4400
775527,-1751
775501,1466
775502,-2116
775496,1214
775511,-1804
775506,-97
775505,-658
775525,-443
775512,1214
775515,-1751
775522,-717
775520,-1656
775521,-717
775503,-745
775504,-1683
775528,-97
775513,-783
775518,102120
775533,3119
775534,3915
775537,3323
775538,3323
775541,3787
775542,4852
775543,6471
775544,4629
775545,3672
775548,3625
775549,4859
775550,3119
775551,-2996
775552,4859
775553,3723
775554,3787
775555,3787
775556,3625
775557,3837
775558,4859
775559,6531
775560,4629
775561,12184
775562,6531
775563,4082
775564,4629
775565,3915
775566,3625
775567,6524
775568,3625
775569,5438
775570,4064
775571,3625
775572,3618
775573,4082
775574,3915
775575,3672
775576,4859
775577,4629
775578,3618
775579,4082
775580,3813
775581,9180
775582,7526
775583,6480
775584,7526
775585,7296
775586,7526
775587,18710
775588,6583
775589,6743
775590,6749
775591,6749
775592,18716
775593,5990
775594,7296
775595,6576
775596,4721
775597,2355
775598,6749
775599,6583
775600,6583
775601,7296
775602,6583
775603,7526
775604,7526
775605,7290
775606,7296
775607,5990
775608,14874
775609,5990
775610,6583
775611,7526
775612,7296
775613,6480
775614,-2049
775615,5990
775616,5810
775617,4721
775618,7296
775619,5984
775620,7296
775621,6749
775622,7526
775623,5810
775624,7296
775625,7526
775626,7526
775627,7296
775628,7526
775629,8398
775630,5990
775631,6583
775632,12590
775633,3913
775634,6455
775635,3522
775636,1162
775637,7526
775638,7294
775639,9528
775640,7522
775641,8373
775642,3840
775643,7294
775644,7515
775645,8459
775646,8465
775647,8465
775648,10329
775649,190059
775650,9528
775651,237282
775652,7522
775653,8465
775654,8236
775655,7287
775656,7512
775657,9710
775658,8465
775659,6816
775660,8236
775661,19836
775662,6809
775663,7362
775664,6816
775665,8236
775666,8229
775667,7522
775668,7481
775669,7522
775670,8229
775671,7522
775672,6992
775673,6816
775674,6992
775675,7751
775676,8459
775677,5726
775678,6992
775679,15691
775680,8420
775681,5719
775682,6722
775683,8465
775684,-986
775685,7481
775686,7751
775687,8459
775688,8465
775689,8420
775690,6992
775691,9704
775692,8236
775693,6992
775694,5726
775695,7047
775696,8783
775697,10653
775698,8075
775699,8075
775700,7774
775701,13632
775702,7316
775703,7618
775704,6044
775705,7309
775706,7659
775707,7840
775708,8560
775709,7618
775710,8075
775711,8790
775712,199387
775713,7316
775714,10593
775715,8790
775716,6051
775717,7316
775718,7840
775719,10035
775720,8790
775721,7618
775722,7846
775723,8560
775724,6044
775725,7781
775726,8075
775727,8075
775728,7133
775729,7309
775730,7618
775731,7316
775732,7618
775733,7618
775734,9852
775735,12111
775736,7309
775737,7618
775738,7140
775739,7781
775740,8075
775741,7309
775742,10609
775743,6051
775744,7309
775745,8075
775746,8790
775747,-867
775748,7316
775749,8205
775750,8205
775751,9229
775752,9229
775753,11543
775754,9458
775755,8670
775756,146150
775757,8964
775758,9452
775759,8205
775760,8508
775761,8515
775762,8205
775763,9229
775764,9458
775765,8964
775766,8696
775767,8508
775768,8964
775769,8964
775770,8964
775771,8205
775772,8964
775773,11543
775774,8964
775775,8515
775776,17170
775777,8199
775778,8515
775779,32163
775780,8508
775781,11499
775782,8508
775783,8964
775784,8964
775785,8508
775786,8515
775787,8515
775788,9458
775789,11543
775790,9458
775791,8508
775792,11536
775793,8508
775794,9458
775795,8515
775796,8508
775797,8947
775798,8515
775799,8508
775800,9458
775801,8030
775802,9229
775803,9634
775804,5957
775805,5507
775806,7652
775807,6228
775808,5198
775809,5507
775810,5204
775811,5576
775812,5204
775813,5514
775814,-2244
775815,6451
775816,7826
775817,5963
775818,8482
775819,6228
775820,-870
775821,5204
775822,5204
775823,6451
775824,5514
775825,5204
775826,6457
775827,3939
775828,5582
775829,5507
775830,8542
775831,5963
775832,5514
775833,6221
775834,5507
775835,5963
775836,5507
775837,5611
775838,6228
775839,5204
775840,5726
775842,-2061
775841,-679
775843,5669
775844,5963
775845,5514
775847,-3380
775846,-2097
775848,6457
775849,5204
775850,5963
775851,5204
775852,8542
775853,5204
775854,6457
775856,13719
775855,24638
775857,8498
775858,5204
775859,5507
775860,8482
775861,5507
775862,6228
775863,5500
775864,6853
775865,6099
775866,6630
775867,6623
775868,5911
775869,5434
775870,5609
775871,6860
775872,5916
775873,-4616
775874,6368
775875,5910
775876,6860
775877,5911
775878,6074
775879,5916
775880,690
775881,6860
775882,1712
775883,17378
775884,5911
775885,411
775886,6860
775887,5911
775888,5916
775889,6009
775890,6860
775891,6630
775892,-883
775893,5916
775894,8076
775895,6630
775896,1555
775897,6860
775898,77029
775900,5916
775901,5916
775902,6368
775903,5916
775904,5980
775905,5911
775906,8947
775907,-1871
775908,6623
775909,5916
775910,6860
775911,5602
775912,6368
775913,6860
775914,6368
775915,5911
775916,5434
775917,6074
775921,6860
775922,6368
775924,8903
775927,156063
775928,149600
775929,51953
775932,177082
775933,259293
775934,218439
775937,113492
775945,1848
775946,9734
775952,9765
775953,8975
775954,9602
775958,2974
775959,2461
775960,150447
775961,3156
775962,-900
775964,1531
775965,418
775966,1795
775968,4626
775969,-264
775970,2579
775975,-3465
775976,4853
775977,-3165
775979,1889
775980,-3316
775981,423
775982,26081
775983,144293
775984,159463
775988,8334
775989,-435
775990,9232
775998,-7581
775999,-4745
776003,-6544
776004,-7307
776005,-7017
776006,1584
776007,140356
776009,-1194
776011,1449
776012,579
776013,-1492
776015,3267
776016,517
776018,-1346
776019,26081
776021,-5
776022,35067
776023,-2787
776024,-6722
776025,-1809
776026,1588
776027,-1744
776028,1588
776029,-1957
776035,-1374
776056,2725
776057,-1026
776059,-1139
776060,-621
776061,-4529
776062,4567
776064,65754
776065,189769
776074,15922
776075,15235
776079,14983
776072,14502
776077,15922
776078,15922
776076,15600
776073,14224
776081,-5322
776082,32871
776083,-1093
776084,-3445
776085,-4161
776087,-1353
776089,2360
776091,7766
776092,-4368
776093,271674
776094,3973
776095,-3574
776096,3627
776097,8125
776098,597
776101,413
776105,-316
776112,19136
776114,8104
776115,9361
776121,158266
776122,-316
776123,-4706
776124,3863
776126,-184
776127,156803
776129,3159
776130,-2852
776131,-3092
776133,-3881
776135,9
776136,-4215
776137,-317
776139,-5230
776141,-4215
776144,-5486
776146,-2491
776147,-4799
776148,-689
776149,7215
776150,-725
776151,-1780
776153,-3602
776157,-3187
776158,-2730
776163,-1112
776164,-1028
776165,7528
776166,-1446
776167,-393
776170,7370
776172,1039
776173,-3465
776176,-4201
776177,-490
776178,-2350
776179,-5042
776180,-2514
776182,-1562
776183,185
776184,-3707
776185,-2852
776186,2503
776190,6907
776191,2708
776192,5111
776193,3425
776188,1985
776194,4687
776187,2677
776189,2316
776195,-1780
776196,13295
776197,-6976
776198,-6058
776199,2352
776200,10068
776202,9046
776203,2025
776234,-2248
776235,-4931
776236,-5042
776238,2295
776239,6448
776240,-3305
776241,-1318
776242,1880
776245,-1771
776246,6595
776247,-5797
776248,-4931
776249,-3050
776250,2790
776251,1930
776252,1869
776253,-3173
776255,-3239
776256,-920
776257,160117
776259,-2943
776261,-2064
776263,1880
776264,-3600
776266,-3466
776268,-1282
776269,888
776270,-5272
776271,1497
776272,1137
776273,1858
776275,2564
776276,1382
776277,-2774
776279,160117
776280,2514
776281,10605
776282,3572
776283,-72
776284,1319
776285,-5272
776300,2594
776305,6746
776313,861
776306,6746
776307,2531
776315,2498
776295,5449
776309,2594
776301,3733
776308,2588
776302,12866
776293,5111
776291,2708
776310,2588
776296,2594
776294,1985
776292,4513
776299,2928
776286,2928
776304,3632
776297,2503
776312,1985
776288,5638
776303,-1685
776289,8789
776290,15187
776287,3995
776298,3995
776311,7884
776321,-11
776322,-2548
776325,18692
776326,-3626
776327,-2933
776329,-1544
776334,-5260
776336,-2108
776337,1301
776341,3425
776343,43052
776346,-1654
776348,218
776352,-2326
776354,-2181
776355,1289
776356,-4283
776357,-3739
776358,-3310
776359,11081
776360,159320
776361,-3068
776363,-1837
776365,-2326
776366,1673
776367,1673
776369,1799
776370,2091
776371,779
776372,154323
776379,1414
776381,2627
776383,-2654
776385,-3294
776387,-2108
776389,-1967
776390,150339
776391,136829
776393,194080
776396,3596
776398,145334
776399,-3739
776402,-605
776407,1913
776410,-1341
776411,-2240
776413,15847
776414,-2693
776415,102
776418,-4091
776419,377
776421,10823
776422,-5563
776423,-5890
776425,-7293
776428,-4217
776429,-2062
776430,-2898
776432,-3631
776434,-2796
776435,1809
776437,-915
776436,-645
776439,151017
776440,6014
776444,251342
776442,2659
776443,1722
776445,12747
776447,-6204
776448,-1211
776449,-2062
776451,-3600
776452,-6204
776457,-3659
776458,1031
776459,424
776462,3752
776463,2768
776466,25428
776468,3480
776469,-4391
776470,-937
776473,2371
776478,-4487
776480,-3012
776481,-3826
776483,3071
776484,-519
776485,-6389
776488,17622
776489,1751
776492,-461
776493,540
776495,1668
776496,-15842
776498,3071
776502,-4578
776504,126464
776505,-8721
776508,-1429
776509,-1647
776512,117916
776514,-4558
776515,266210
776516,-4494
776526,-778
776528,-395
776533,195196
776535,-2117
776537,120340
776538,-6467
776539,-4606
776542,13683
776543,239709
776546,-878
776549,-878
776550,-202
776551,76900
776552,-1417
776553,73472
776555,14745
776558,15928
776559,-1097
776560,-4211
776561,-3564
776562,14077
776563,25579
776565,-2902
776566,1987
776567,2735
776570,8890
776571,2767
776573,12447
776574,2396
776576,3997
776577,15112
776582,-1610
776583,170
776585,9002
776586,1421
776589,1329
776590,-10079
776591,10953
776631,3844
776607,3231
776605,4947
776601,3231
776597,15825
776625,4198
776592,1228
776612,1940
776629,1228
776618,2926
776623,4409
776615,1701
776598,2238
776608,3177
776633,3231
776641,3231
776645,1228
776621,14199
776647,4198
776636,5089
776616,5089
776603,2926
776626,1840
776643,2675
776593,1295
776606,1295
776622,2238
776646,3177
776619,2018
776613,4035
776634,1898
776602,3476
776609,1904
776611,2926
776596,5706
776614,3238
776610,5645
776628,5645
776635,5645
776639,4035
776644,5645
776594,1943
776620,1898
776600,2018
776624,6034
776627,2942
776632,1226
776638,1226
776640,2180
776599,2180
776595,170
776630,1857
776637,2735
776604,2735
776642,2691
776617,2926
776649,12432
776654,183728
776656,14563
776657,-7208
776658,15383
776659,-9540
776660,15692
776673,5706
776678,5706
776668,3231
776686,4947
776705,8014
776680,3304
776696,170
776681,3238
776671,1898
776697,1898
776699,3997
776662,5089
776710,4035
776698,1987
776670,2735
776684,1987
776664,2735
776690,6968
776674,1857
776706,4028
776692,2735
776665,2018
776661,1228
776703,2691
776672,2238
776687,1904
776677,8148
776682,2669
776709,2238
776700,1840
776693,1295
776685,4935
776679,1840
776683,170
776695,1226
776669,1226
776711,1943
776676,1943
776666,2926
776663,1228
776691,8148
776688,2536
776689,4248
776701,3231
776694,2669
776707,1228
776702,15428
776675,15428
776708,1940
776667,1940
776704,1760
776713,561
776714,3313
776715,-6856
776716,14338
776720,3997
776729,4248
776735,1295
776724,170
776734,2735
776727,170
776722,1228
776719,2691
776731,14199
776733,4198
776723,3850
776718,3177
776721,3850
776725,1987
776736,1226
776732,5089
776730,3231
776717,3231
776726,1228
776728,1760
776737,73472
776738,-4584
776744,2267
776749,2267
776742,1042
776756,3900
776754,3249
776746,3900
776751,1874
776747,1360
776757,1874
776741,10260
776745,1329
776753,1360
776748,1874
776750,4032
776755,365
776752,1329
776743,1580
776740,2316
776739,2316
776758,2316
776763,591
776762,1874
776766,1245
776769,1245
776767,4086
776768,3345
776759,1239
776760,3249
776761,1908
776765,570
776764,6403
776781,-1324
776782,138532
776783,147094
776784,2812
776785,72226
776786,-1093
776787,-5354
776789,26324
776790,3812
776791,2453
776792,3661
776793,591
776794,2370
776795,-8001
776796,3345
776797,72814
776798,6176
776799,-11143
776800,84324
776818,6403
776813,591
776809,6403
776815,365
776803,4970
776812,4970
776810,2370
776820,3345
776807,3962
776817,1874
776801,1877
776804,3900
776816,4086
776819,591
776806,2370
776808,3590
776805,2267
776814,2453
776811,1329
776802,4553
776832,1329
776823,2291
776838,1874
776825,3900
776833,5616
776828,1329
776834,2291
776821,570
776837,2370
776829,2370
776840,3339
776826,6403
776822,3249
776830,3345
776824,2453
776836,2267
776835,1814
776831,1580
776839,1580
776827,2370
776841,84912
776842,83708
776843,-9614
776844,3887
776845,-2285
776846,-9362
776847,110314
776857,570
776849,570
776862,1284
776852,2316
776858,365
776864,4553
776856,1580
776855,3345
776851,2453
776863,6176
776867,1580
776853,2453
776865,2664
776854,4032
776859,1360
776860,2664
776848,2370
776861,4553
776850,570
776866,6107
776868,88561
776869,18578
776870,84883
776871,-848
776872,84883
776876,-8095
776877,-7534
776878,-4003
776879,-8524
776880,-4773
776881,-21
776882,-635
776883,145802
776884,-34
776885,-8886
776886,3259
776887,174606
776888,-6187
776889,31
