,Loss/Train,Accuracy/Train,Loss/Valid,Accuracy/Valid
0,1.8690102100372314,0.35689103603363037,1.4199026823043823,0.4675000011920929
1,1.3475918769836426,0.513982355594635,1.2024449110031128,0.5631999969482422
2,1.1394582986831665,0.5948317050933838,1.1545542478561401,0.5830000042915344
3,1.0197333097457886,0.639142632484436,0.9999375939369202,0.6392999887466431
4,0.9188608527183533,0.6776242256164551,0.9625945687294006,0.6620000004768372
5,0.8720554709434509,0.6943709850311279,1.040799617767334,0.6402000188827515
6,0.8474064469337463,0.7061498165130615,1.0685486793518066,0.6312000155448914
7,0.8377993106842041,0.7088942527770996,0.9020635485649109,0.6870999932289124
8,0.8265113234519958,0.7116987109184265,0.9949032664299011,0.6661999821662903
9,0.8200266361236572,0.7154446840286255,1.0786824226379395,0.6151999831199646
10,0.820500373840332,0.7156450152397156,1.115846037864685,0.6215000152587891
11,0.8133399486541748,0.7187900543212891,0.927135169506073,0.6780999898910522
12,0.8154396414756775,0.7181891202926636,1.29778254032135,0.593999981880188
13,0.8063400387763977,0.7208734154701233,1.7212857007980347,0.5249000191688538
14,0.8080847263336182,0.7194311022758484,1.1889090538024902,0.623199999332428
15,0.8065876960754395,0.7207131385803223,1.2562060356140137,0.5763000249862671
16,0.7924138903617859,0.7255008220672607,1.1905933618545532,0.6116999983787537
17,0.7996485233306885,0.7238782048225403,1.3866080045700073,0.5379999876022339
18,0.8053357005119324,0.7201122045516968,1.0866700410842896,0.6434999704360962
19,0.7997581362724304,0.7255208492279053,1.0874282121658325,0.621999979019165
20,0.7984703779220581,0.7235376834869385,0.9861278533935547,0.6590999960899353
21,0.80022794008255,0.7216746807098389,0.8871791362762451,0.6934999823570251
22,0.7887588143348694,0.7262620329856873,1.1791269779205322,0.614799976348877
23,0.7915051579475403,0.7254807949066162,0.8818124532699585,0.6868000030517578
24,0.7981917262077332,0.724879801273346,0.9897480607032776,0.6503999829292297
25,0.7945744395256042,0.725821316242218,0.9884732365608215,0.6653000116348267
26,0.7947702407836914,0.7265424728393555,0.9445740580558777,0.6809999942779541
27,0.8043428659439087,0.7215945720672607,1.0868970155715942,0.631600022315979
28,0.8025213479995728,0.7240985631942749,0.9730197787284851,0.6646999716758728
29,0.8058798313140869,0.7212740182876587,0.9824328422546387,0.6604999899864197
30,0.8063409328460693,0.7215544581413269,1.0120123624801636,0.6581000089645386
31,0.8086240291595459,0.7224158644676208,1.2815696001052856,0.5781999826431274
32,0.7971146106719971,0.724298894405365,1.2592679262161255,0.5669999718666077
33,0.8058584928512573,0.7206931114196777,1.8099249601364136,0.513700008392334
34,0.815230131149292,0.7176081538200378,1.281020998954773,0.5957000255584717
35,0.8116279244422913,0.7182492017745972,0.9720872044563293,0.6564000248908997
36,0.8053669929504395,0.7220152020454407,1.312219262123108,0.5590999722480774
37,0.8197712302207947,0.7166867256164551,1.730229139328003,0.45210000872612
38,0.8193662762641907,0.7165064215660095,0.9977198839187622,0.6592000126838684
39,0.8169407844543457,0.7166666388511658,1.2022892236709595,0.6115999817848206
40,0.8170872926712036,0.717968761920929,1.1067965030670166,0.6234999895095825
41,0.8195055723190308,0.7147836685180664,1.222084641456604,0.5934000015258789
42,0.8235185146331787,0.7141626477241516,1.1021778583526611,0.6399000287055969
43,0.820732593536377,0.7171273827552795,1.0068693161010742,0.6531000137329102
44,0.832929253578186,0.7111578583717346,1.3334767818450928,0.5716999769210815
45,0.8268813490867615,0.7148838043212891,1.2846578359603882,0.5824999809265137
46,0.8386542201042175,0.7093148827552795,1.7998530864715576,0.460099995136261
47,0.8268424272537231,0.7128605842590332,0.8290919661521912,0.7128999829292297
48,0.8304727673530579,0.713201105594635,0.9676812887191772,0.6621000170707703
49,0.8367907404899597,0.7104967832565308,1.0827878713607788,0.616599977016449
50,0.6098863482475281,0.792187511920929,0.5458351969718933,0.8137999773025513
51,0.5598849058151245,0.8099759817123413,0.5687200427055359,0.8082000017166138
52,0.5453170537948608,0.8124599456787109,0.5485817193984985,0.8119999766349792
53,0.541925847530365,0.8145833611488342,0.5651715993881226,0.8032000064849854
54,0.5378186106681824,0.8160055875778198,0.5961269736289978,0.7958999872207642
55,0.5369549989700317,0.8167667984962463,0.5920802354812622,0.7928000092506409
56,0.5371072888374329,0.8150841593742371,0.6417098045349121,0.7829999923706055
57,0.537170946598053,0.816245973110199,0.7599461078643799,0.7419000267982483
58,0.535539448261261,0.8163862228393555,0.8218097686767578,0.7372000217437744
59,0.5391527414321899,0.8159455060958862,0.6248563528060913,0.7847999930381775
60,0.5363115072250366,0.8163061141967773,0.6084476709365845,0.7825999855995178
61,0.5371373891830444,0.8160857558250427,0.6733341813087463,0.771399974822998
62,0.53465735912323,0.8161057829856873,0.6555426120758057,0.7771999835968018
63,0.5358163118362427,0.8151642680168152,0.5934962034225464,0.7980999946594238
64,0.5335547924041748,0.817928671836853,0.6422582864761353,0.7771999835968018
65,0.5287732481956482,0.8200721144676208,0.6466343402862549,0.7827000021934509
66,0.5330526232719421,0.8177684545516968,0.6255171895027161,0.7889999747276306
67,0.5274087190628052,0.8185096383094788,0.7045022249221802,0.7605000138282776
68,0.5284734964370728,0.8198517560958862,0.5773090124130249,0.8015999794006348
69,0.5221933722496033,0.8217147588729858,0.5822376012802124,0.8029999732971191
70,0.5249608159065247,0.8220152258872986,0.5550452470779419,0.8126999735832214
71,0.5194206237792969,0.8218950033187866,0.7987039089202881,0.7426000237464905
72,0.5183625221252441,0.8227564096450806,0.5851919651031494,0.7954000234603882
73,0.52199387550354,0.8226161599159241,0.5870310664176941,0.7993000149726868
74,0.5180413126945496,0.8240184187889099,0.6697081327438354,0.7764999866485596
75,0.5197206139564514,0.8219150900840759,0.5724923610687256,0.8047999739646912
76,0.5133296251296997,0.8229767680168152,0.5695645213127136,0.8054999709129333
77,0.5138294696807861,0.8245192170143127,0.6242910623550415,0.7843000292778015
78,0.508522093296051,0.8258012533187866,0.6838771104812622,0.7680000066757202
79,0.5095033645629883,0.8258413672447205,0.7988821268081665,0.7350999712944031
80,0.5066726207733154,0.8269631266593933,0.6256563067436218,0.7856000065803528
81,0.5078885555267334,0.8247195482254028,0.5372307300567627,0.8166999816894531
82,0.5050103664398193,0.8258814215660095,0.5863392949104309,0.8027999997138977
83,0.501096248626709,0.8293269276618958,0.6413221955299377,0.7738999724388123
84,0.5063745379447937,0.825861394405365,0.6357535719871521,0.7894999980926514
85,0.5019718408584595,0.8277443647384644,0.5637171864509583,0.8054999709129333
86,0.49931076169013977,0.8302083611488342,0.5840629935264587,0.8033999800682068
87,0.4974989891052246,0.8312299847602844,0.6019242405891418,0.7986000180244446
88,0.4999462068080902,0.8283253312110901,0.7290856838226318,0.7530999779701233
89,0.49673473834991455,0.8301482200622559,0.6756599545478821,0.7735000252723694
90,0.5002522468566895,0.8290064334869385,0.5724161267280579,0.8009999990463257
91,0.4910236895084381,0.8325320482254028,0.5733546018600464,0.8040000200271606
92,0.4941171407699585,0.830348551273346,0.7511553764343262,0.7494999766349792
93,0.4899050295352936,0.8326923251152039,0.5813641548156738,0.800599992275238
94,0.48736822605133057,0.8329126834869385,0.6252946257591248,0.7861999869346619
95,0.4924405515193939,0.8312700390815735,0.782800555229187,0.7382000088691711
96,0.4879510998725891,0.8330328464508057,0.6292006373405457,0.7851999998092651
97,0.48762571811676025,0.8333132863044739,0.5977287292480469,0.7996000051498413
98,0.4857642352581024,0.8339142799377441,0.5625012516975403,0.807699978351593
99,0.48095548152923584,0.8363581895828247,0.5982688665390015,0.791700005531311
100,0.3671799600124359,0.876482367515564,0.38232627511024475,0.8707000017166138
101,0.338836669921875,0.8863180875778198,0.38248130679130554,0.8729000091552734
102,0.32352593541145325,0.8910857439041138,0.3624277114868164,0.878600001335144
103,0.31410184502601624,0.8940304517745972,0.3739142417907715,0.8722000122070312
104,0.30837956070899963,0.8942307829856873,0.36836472153663635,0.8754000067710876
105,0.3056543171405792,0.8972355723381042,0.371258407831192,0.876800000667572
106,0.29758134484291077,0.8986578583717346,0.3688777983188629,0.8743000030517578
107,0.29913485050201416,0.8988181352615356,0.3752228617668152,0.8758999705314636
108,0.296474426984787,0.9008814096450806,0.37174445390701294,0.8736000061035156
109,0.2907985746860504,0.9007612466812134,0.3847813904285431,0.8730000257492065
110,0.2929531931877136,0.9019030332565308,0.36831361055374146,0.8763999938964844
111,0.2865459620952606,0.9033253192901611,0.3866831362247467,0.8690999746322632
112,0.28904756903648376,0.9017428159713745,0.3713892698287964,0.8751000165939331
113,0.28481313586235046,0.9036257863044739,0.3685721755027771,0.8769999742507935
114,0.2875063717365265,0.9019832015037537,0.38134464621543884,0.8740000128746033
115,0.2864384353160858,0.9022636413574219,0.36406153440475464,0.8794999718666077
116,0.2883627712726593,0.9014623165130615,0.3809772729873657,0.871399998664856
117,0.2851791977882385,0.9037460088729858,0.36999791860580444,0.8730000257492065
118,0.28270551562309265,0.9043869972229004,0.3882696032524109,0.8715999722480774
119,0.2876950204372406,0.9022035002708435,0.3613855242729187,0.8815000057220459
120,0.28340229392051697,0.9020032286643982,0.3735303580760956,0.8745999932289124
121,0.28764504194259644,0.9022436141967773,0.3863385021686554,0.8707000017166138
122,0.281795859336853,0.9042067527770996,0.38644254207611084,0.8690999746322632
123,0.2851478159427643,0.9022636413574219,0.38717785477638245,0.871399998664856
124,0.28220322728157043,0.9045472741127014,0.4051365852355957,0.8658000230789185
125,0.2844477891921997,0.9037660360336304,0.3815665543079376,0.8741999864578247
126,0.28436917066574097,0.9025440812110901,0.3896930515766144,0.8665000200271606
127,0.28328150510787964,0.9039663672447205,0.3928792178630829,0.870199978351593
128,0.28190094232559204,0.9037059545516968,0.42002272605895996,0.8603000044822693
129,0.28217989206314087,0.9050280451774597,0.3779282867908478,0.8729000091552734
130,0.28542768955230713,0.9015825390815735,0.3795325756072998,0.8741000294685364
131,0.2810346484184265,0.9042668342590332,0.36983978748321533,0.8787999749183655
132,0.28572797775268555,0.9035657048225403,0.37812837958335876,0.8725000023841858
133,0.28515639901161194,0.9021434187889099,0.3966052532196045,0.8676999807357788
134,0.2841775119304657,0.9046875238418579,0.3846089243888855,0.8708999752998352
135,0.28464680910110474,0.9020833373069763,0.3773394823074341,0.8745999932289124
136,0.287529855966568,0.901482343673706,0.41888096928596497,0.8610000014305115
137,0.2803453505039215,0.9040665030479431,0.4048100411891937,0.8662999868392944
138,0.2846395969390869,0.9015825390815735,0.37256282567977905,0.8763999938964844
139,0.2872452735900879,0.9026442170143127,0.37651872634887695,0.8755000233650208
140,0.28017932176589966,0.9043269157409668,0.37903037667274475,0.8737000226974487
141,0.27992865443229675,0.9046674966812134,0.42093566060066223,0.859000027179718
142,0.2872158885002136,0.9035456776618958,0.383272647857666,0.873199999332428
143,0.28726115822792053,0.9018629789352417,0.38169756531715393,0.8734999895095825
