,Loss/Train,Accuracy/Train,Loss/Valid,Accuracy/Valid
0,1.7899404764175415,0.38477471470832825,3.0503363609313965,0.33889999985694885
1,1.381739854812622,0.5108529329299927,1.2558516263961792,0.5533999800682068
2,1.116173505783081,0.6024670600891113,1.3690768480300903,0.5095999836921692
3,0.8933930993080139,0.6858109831809998,0.926515519618988,0.677299976348877
4,0.8848368525505066,0.6924020648002625,1.0575264692306519,0.6298999786376953
5,0.7697995901107788,0.732114315032959,1.1053111553192139,0.6118999719619751
6,0.8981722593307495,0.6924606561660767,1.252984881401062,0.5920000076293945
7,0.916682779788971,0.6842211484909058,1.1375343799591064,0.6067000031471252
8,0.7561651468276978,0.7372395396232605,1.3373526334762573,0.5532000064849854
9,0.7446039915084839,0.7403465509414673,1.2107267379760742,0.5950999855995178
10,0.7579618692398071,0.7384076118469238,2.2746424674987793,0.3921000063419342
11,0.9610324501991272,0.6707326769828796,1.660307765007019,0.4641000032424927
12,1.2839031219482422,0.5455143451690674,1.256987452507019,0.5464000105857849
13,0.8605114817619324,0.6989083290100098,1.08309006690979,0.6183000206947327
14,0.8016151189804077,0.7223363518714905,0.9708760380744934,0.6754999756813049
15,0.9734142422676086,0.6625702381134033,1.0140252113342285,0.650600016117096
16,0.8008366823196411,0.7228397727012634,1.3486065864562988,0.5315999984741211
17,0.8026377558708191,0.7222540378570557,0.8535813689231873,0.6977999806404114
18,0.7527987957000732,0.7381930947303772,0.8866721391677856,0.6969000101089478
19,0.852704644203186,0.7064868807792664,8.90483570098877,0.21140000224113464
20,0.8275157809257507,0.7115368247032166,1.1003804206848145,0.6111999750137329
21,0.7540869116783142,0.7387376427650452,0.7763680815696716,0.732200026512146
22,1.0502992868423462,0.6387488842010498,1.7439604997634888,0.39579999446868896
23,0.9139280915260315,0.6793808937072754,1.109906554222107,0.6238999962806702
24,0.7616962790489197,0.7365727424621582,1.0116307735443115,0.6653000116348267
25,0.9542494416236877,0.6721619367599487,1.2496962547302246,0.57669997215271
26,1.0228296518325806,0.6483405232429504,1.084191083908081,0.6140000224113464
27,0.9345953464508057,0.6764392852783203,0.9786949157714844,0.6536999940872192
28,0.8659733533859253,0.7014991044998169,4.266894340515137,0.2939000129699707
29,0.832550585269928,0.710084855556488,1.0140169858932495,0.6538000106811523
30,0.7982015013694763,0.7225082516670227,0.9524320363998413,0.6644999980926514
31,0.8159260749816895,0.7174504995346069,1.3101792335510254,0.5942999720573425
32,0.745600163936615,0.7412341833114624,0.8319269418716431,0.7110000252723694
33,1.1155320405960083,0.6158285737037659,0.968453586101532,0.6675999760627747
34,0.8144975900650024,0.7178682088851929,1.115799069404602,0.637499988079071
35,0.7768051624298096,0.7310973405838013,1.0682578086853027,0.6378999948501587
36,0.7990543246269226,0.7237539887428284,0.7933315634727478,0.7275000214576721
37,1.1023350954055786,0.6162340044975281,1.0642333030700684,0.6297000050544739
38,0.9845498204231262,0.6603574752807617,1.1133203506469727,0.6010000109672546
39,0.8239207863807678,0.7135170102119446,2.4516329765319824,0.366100013256073
40,1.0098302364349365,0.6496464014053345,1.1001540422439575,0.6151999831199646
41,0.9492790102958679,0.6716240644454956,0.9352871179580688,0.6743999719619751
42,0.8352487087249756,0.7105430364608765,1.178897738456726,0.5999000072479248
43,1.2022607326507568,0.5810712575912476,1.9073903560638428,0.38830000162124634
44,0.9004253149032593,0.685392439365387,1.210361123085022,0.5820000171661377
45,0.982783854007721,0.6614822149276733,1.1648926734924316,0.593999981880188
46,0.8645635843276978,0.7009150981903076,1.5194708108901978,0.4975999891757965
